Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : sketch
Num Clients : 50
Batch size : 32
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

retracing `sketch_for_vector`
EpochMetrics(epoch=1, total_rounds=4, total_fda_steps=38, accuracy=0.8313999772071838)
EpochMetrics(epoch=2, total_rounds=6, total_fda_steps=75, accuracy=0.8805000185966492)
EpochMetrics(epoch=3, total_rounds=8, total_fda_steps=113, accuracy=0.8971999883651733)
EpochMetrics(epoch=4, total_rounds=10, total_fda_steps=150, accuracy=0.9052000045776367)
EpochMetrics(epoch=5, total_rounds=12, total_fda_steps=188, accuracy=0.9136000275611877)
EpochMetrics(epoch=6, total_rounds=14, total_fda_steps=225, accuracy=0.9187999963760376)
EpochMetrics(epoch=7, total_rounds=17, total_fda_steps=263, accuracy=0.9244999885559082)
EpochMetrics(epoch=8, total_rounds=19, total_fda_steps=300, accuracy=0.9276999831199646)
EpochMetrics(epoch=9, total_rounds=21, total_fda_steps=338, accuracy=0.930400013923645)
EpochMetrics(epoch=10, total_rounds=23, total_fda_steps=375, accuracy=0.9350000023841858)
EpochMetrics(epoch=11, total_rounds=25, total_fda_steps=413, accuracy=0.9372000098228455)
EpochMetrics(epoch=12, total_rounds=27, total_fda_steps=450, accuracy=0.9429000020027161)
EpochMetrics(epoch=13, total_rounds=29, total_fda_steps=488, accuracy=0.9444000124931335)
EpochMetrics(epoch=14, total_rounds=31, total_fda_steps=525, accuracy=0.9476000070571899)
EpochMetrics(epoch=15, total_rounds=33, total_fda_steps=563, accuracy=0.9502000212669373)
EpochMetrics(epoch=16, total_rounds=35, total_fda_steps=600, accuracy=0.9517999887466431)
EpochMetrics(epoch=17, total_rounds=37, total_fda_steps=638, accuracy=0.9545999765396118)
EpochMetrics(epoch=18, total_rounds=38, total_fda_steps=675, accuracy=0.9555000066757202)
EpochMetrics(epoch=19, total_rounds=40, total_fda_steps=713, accuracy=0.957099974155426)
EpochMetrics(epoch=20, total_rounds=42, total_fda_steps=750, accuracy=0.9581000208854675)
EpochMetrics(epoch=21, total_rounds=44, total_fda_steps=788, accuracy=0.9606000185012817)
EpochMetrics(epoch=22, total_rounds=46, total_fda_steps=825, accuracy=0.9621999859809875)
EpochMetrics(epoch=23, total_rounds=48, total_fda_steps=863, accuracy=0.9624999761581421)
EpochMetrics(epoch=24, total_rounds=50, total_fda_steps=900, accuracy=0.9646000266075134)
