Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : synchronous
Num Clients : 55
Batch size : 64
Num Epochs : 250
Number of steps until we check RTC : 1
Theta : 0.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=18, total_fda_steps=18, accuracy=0.7771000266075134)
EpochMetrics(epoch=2, total_rounds=35, total_fda_steps=35, accuracy=0.8611000180244446)
EpochMetrics(epoch=3, total_rounds=52, total_fda_steps=52, accuracy=0.8840000033378601)
EpochMetrics(epoch=4, total_rounds=69, total_fda_steps=69, accuracy=0.8949999809265137)
EpochMetrics(epoch=5, total_rounds=86, total_fda_steps=86, accuracy=0.9032999873161316)
EpochMetrics(epoch=6, total_rounds=103, total_fda_steps=103, accuracy=0.9065999984741211)
EpochMetrics(epoch=7, total_rounds=120, total_fda_steps=120, accuracy=0.9111999869346619)
EpochMetrics(epoch=8, total_rounds=137, total_fda_steps=137, accuracy=0.9157000184059143)
EpochMetrics(epoch=9, total_rounds=154, total_fda_steps=154, accuracy=0.9192000031471252)
EpochMetrics(epoch=10, total_rounds=171, total_fda_steps=171, accuracy=0.9222999811172485)
EpochMetrics(epoch=11, total_rounds=188, total_fda_steps=188, accuracy=0.9254000186920166)
EpochMetrics(epoch=12, total_rounds=205, total_fda_steps=205, accuracy=0.9302999973297119)
EpochMetrics(epoch=13, total_rounds=222, total_fda_steps=222, accuracy=0.9316999912261963)
EpochMetrics(epoch=14, total_rounds=239, total_fda_steps=239, accuracy=0.9348999857902527)
EpochMetrics(epoch=15, total_rounds=256, total_fda_steps=256, accuracy=0.9366999864578247)
EpochMetrics(epoch=16, total_rounds=273, total_fda_steps=273, accuracy=0.9391000270843506)
EpochMetrics(epoch=17, total_rounds=290, total_fda_steps=290, accuracy=0.9406999945640564)
EpochMetrics(epoch=18, total_rounds=307, total_fda_steps=307, accuracy=0.9434999823570251)
EpochMetrics(epoch=19, total_rounds=324, total_fda_steps=324, accuracy=0.9445000290870667)
EpochMetrics(epoch=20, total_rounds=341, total_fda_steps=341, accuracy=0.9465000033378601)
EpochMetrics(epoch=21, total_rounds=358, total_fda_steps=358, accuracy=0.9490000009536743)
EpochMetrics(epoch=22, total_rounds=376, total_fda_steps=376, accuracy=0.9491000175476074)
EpochMetrics(epoch=23, total_rounds=393, total_fda_steps=393, accuracy=0.95169997215271)
EpochMetrics(epoch=24, total_rounds=410, total_fda_steps=410, accuracy=0.953000009059906)
EpochMetrics(epoch=25, total_rounds=427, total_fda_steps=427, accuracy=0.9541000127792358)
EpochMetrics(epoch=26, total_rounds=444, total_fda_steps=444, accuracy=0.9549999833106995)
EpochMetrics(epoch=27, total_rounds=461, total_fda_steps=461, accuracy=0.9569000005722046)
EpochMetrics(epoch=28, total_rounds=478, total_fda_steps=478, accuracy=0.9580000042915344)
EpochMetrics(epoch=29, total_rounds=495, total_fda_steps=495, accuracy=0.9577000141143799)
EpochMetrics(epoch=30, total_rounds=512, total_fda_steps=512, accuracy=0.9603999853134155)
