Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : synchronous
Num Clients : 15
Batch size : 128
Num Epochs : 250
Number of steps until we check RTC : 1
Theta : 0.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=32, total_fda_steps=32, accuracy=0.857699990272522)
EpochMetrics(epoch=2, total_rounds=63, total_fda_steps=63, accuracy=0.8956000208854675)
EpochMetrics(epoch=3, total_rounds=94, total_fda_steps=94, accuracy=0.9110000133514404)
EpochMetrics(epoch=4, total_rounds=125, total_fda_steps=125, accuracy=0.9226999878883362)
EpochMetrics(epoch=5, total_rounds=157, total_fda_steps=157, accuracy=0.9283000230789185)
EpochMetrics(epoch=6, total_rounds=188, total_fda_steps=188, accuracy=0.9344000220298767)
EpochMetrics(epoch=7, total_rounds=219, total_fda_steps=219, accuracy=0.940500020980835)
EpochMetrics(epoch=8, total_rounds=250, total_fda_steps=250, accuracy=0.9459999799728394)
EpochMetrics(epoch=9, total_rounds=282, total_fda_steps=282, accuracy=0.9498999714851379)
EpochMetrics(epoch=10, total_rounds=313, total_fda_steps=313, accuracy=0.9542999863624573)
EpochMetrics(epoch=11, total_rounds=344, total_fda_steps=344, accuracy=0.9570000171661377)
EpochMetrics(epoch=12, total_rounds=375, total_fda_steps=375, accuracy=0.9585000276565552)
EpochMetrics(epoch=13, total_rounds=407, total_fda_steps=407, accuracy=0.9627000093460083)
EpochMetrics(epoch=14, total_rounds=438, total_fda_steps=438, accuracy=0.9638000130653381)
EpochMetrics(epoch=15, total_rounds=469, total_fda_steps=469, accuracy=0.9659000039100647)
EpochMetrics(epoch=16, total_rounds=500, total_fda_steps=500, accuracy=0.967199981212616)
EpochMetrics(epoch=17, total_rounds=532, total_fda_steps=532, accuracy=0.9678999781608582)
EpochMetrics(epoch=18, total_rounds=563, total_fda_steps=563, accuracy=0.9692999720573425)
EpochMetrics(epoch=19, total_rounds=594, total_fda_steps=594, accuracy=0.970300018787384)
EpochMetrics(epoch=20, total_rounds=625, total_fda_steps=625, accuracy=0.9714000225067139)
