Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : linear
Num Clients : 5
Batch size : 128
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=7, total_fda_steps=94, accuracy=0.9068999886512756)
EpochMetrics(epoch=2, total_rounds=10, total_fda_steps=188, accuracy=0.9294000267982483)
EpochMetrics(epoch=3, total_rounds=14, total_fda_steps=282, accuracy=0.9455000162124634)
EpochMetrics(epoch=4, total_rounds=17, total_fda_steps=375, accuracy=0.9532999992370605)
EpochMetrics(epoch=5, total_rounds=20, total_fda_steps=469, accuracy=0.9595000147819519)
EpochMetrics(epoch=6, total_rounds=24, total_fda_steps=563, accuracy=0.9641000032424927)
EpochMetrics(epoch=7, total_rounds=28, total_fda_steps=657, accuracy=0.970300018787384)
EpochMetrics(epoch=8, total_rounds=32, total_fda_steps=750, accuracy=0.9714999794960022)
EpochMetrics(epoch=9, total_rounds=35, total_fda_steps=844, accuracy=0.9721999764442444)
EpochMetrics(epoch=10, total_rounds=39, total_fda_steps=938, accuracy=0.9753999710083008)
EpochMetrics(epoch=11, total_rounds=42, total_fda_steps=1032, accuracy=0.9785000085830688)
EpochMetrics(epoch=12, total_rounds=46, total_fda_steps=1125, accuracy=0.9787999987602234)
EpochMetrics(epoch=13, total_rounds=50, total_fda_steps=1219, accuracy=0.9796000123023987)
EpochMetrics(epoch=14, total_rounds=54, total_fda_steps=1313, accuracy=0.9800000190734863)
EpochMetrics(epoch=15, total_rounds=57, total_fda_steps=1407, accuracy=0.9810000061988831)
EpochMetrics(epoch=16, total_rounds=61, total_fda_steps=1500, accuracy=0.9821000099182129)
EpochMetrics(epoch=17, total_rounds=65, total_fda_steps=1594, accuracy=0.9824000000953674)
EpochMetrics(epoch=18, total_rounds=68, total_fda_steps=1688, accuracy=0.9825000166893005)
EpochMetrics(epoch=19, total_rounds=72, total_fda_steps=1782, accuracy=0.9829000234603882)
EpochMetrics(epoch=20, total_rounds=75, total_fda_steps=1875, accuracy=0.9835000038146973)
EpochMetrics(epoch=21, total_rounds=79, total_fda_steps=1969, accuracy=0.9829000234603882)
EpochMetrics(epoch=22, total_rounds=82, total_fda_steps=2063, accuracy=0.9830999970436096)
EpochMetrics(epoch=23, total_rounds=86, total_fda_steps=2157, accuracy=0.9850999712944031)
EpochMetrics(epoch=24, total_rounds=90, total_fda_steps=2250, accuracy=0.9851999878883362)
EpochMetrics(epoch=25, total_rounds=93, total_fda_steps=2344, accuracy=0.9846000075340271)
EpochMetrics(epoch=26, total_rounds=96, total_fda_steps=2438, accuracy=0.9854999780654907)
EpochMetrics(epoch=27, total_rounds=100, total_fda_steps=2532, accuracy=0.9848999977111816)
EpochMetrics(epoch=28, total_rounds=103, total_fda_steps=2625, accuracy=0.9858999848365784)
EpochMetrics(epoch=29, total_rounds=106, total_fda_steps=2719, accuracy=0.98580002784729)
EpochMetrics(epoch=30, total_rounds=110, total_fda_steps=2813, accuracy=0.9854000210762024)
EpochMetrics(epoch=31, total_rounds=113, total_fda_steps=2907, accuracy=0.9868000149726868)
EpochMetrics(epoch=32, total_rounds=116, total_fda_steps=3000, accuracy=0.9864000082015991)
EpochMetrics(epoch=33, total_rounds=119, total_fda_steps=3094, accuracy=0.9872999787330627)
EpochMetrics(epoch=34, total_rounds=123, total_fda_steps=3188, accuracy=0.9868999719619751)
EpochMetrics(epoch=35, total_rounds=126, total_fda_steps=3282, accuracy=0.9866999983787537)
EpochMetrics(epoch=36, total_rounds=129, total_fda_steps=3375, accuracy=0.9861000180244446)
EpochMetrics(epoch=37, total_rounds=132, total_fda_steps=3469, accuracy=0.9882000088691711)
EpochMetrics(epoch=38, total_rounds=135, total_fda_steps=3563, accuracy=0.9872000217437744)
EpochMetrics(epoch=39, total_rounds=138, total_fda_steps=3657, accuracy=0.9868000149726868)
EpochMetrics(epoch=40, total_rounds=142, total_fda_steps=3750, accuracy=0.9868999719619751)
EpochMetrics(epoch=41, total_rounds=145, total_fda_steps=3844, accuracy=0.9865000247955322)
EpochMetrics(epoch=42, total_rounds=148, total_fda_steps=3938, accuracy=0.9879000186920166)
EpochMetrics(epoch=43, total_rounds=150, total_fda_steps=4032, accuracy=0.9872999787330627)
EpochMetrics(epoch=44, total_rounds=153, total_fda_steps=4125, accuracy=0.987500011920929)
EpochMetrics(epoch=45, total_rounds=156, total_fda_steps=4219, accuracy=0.9876000285148621)
EpochMetrics(epoch=46, total_rounds=159, total_fda_steps=4313, accuracy=0.9872999787330627)
EpochMetrics(epoch=47, total_rounds=162, total_fda_steps=4407, accuracy=0.9872000217437744)
EpochMetrics(epoch=48, total_rounds=165, total_fda_steps=4500, accuracy=0.9873999953269958)
EpochMetrics(epoch=49, total_rounds=168, total_fda_steps=4594, accuracy=0.9871000051498413)
EpochMetrics(epoch=50, total_rounds=171, total_fda_steps=4688, accuracy=0.9879999756813049)
EpochMetrics(epoch=51, total_rounds=173, total_fda_steps=4782, accuracy=0.987500011920929)
EpochMetrics(epoch=52, total_rounds=177, total_fda_steps=4875, accuracy=0.9883000254631042)
EpochMetrics(epoch=53, total_rounds=179, total_fda_steps=4969, accuracy=0.9882000088691711)
EpochMetrics(epoch=54, total_rounds=182, total_fda_steps=5063, accuracy=0.9865999817848206)
EpochMetrics(epoch=55, total_rounds=184, total_fda_steps=5157, accuracy=0.9879000186920166)
EpochMetrics(epoch=56, total_rounds=187, total_fda_steps=5250, accuracy=0.9883999824523926)
EpochMetrics(epoch=57, total_rounds=190, total_fda_steps=5344, accuracy=0.9876000285148621)
EpochMetrics(epoch=58, total_rounds=193, total_fda_steps=5438, accuracy=0.9879000186920166)
EpochMetrics(epoch=59, total_rounds=196, total_fda_steps=5532, accuracy=0.9876999855041504)
EpochMetrics(epoch=60, total_rounds=199, total_fda_steps=5625, accuracy=0.9879000186920166)
EpochMetrics(epoch=61, total_rounds=202, total_fda_steps=5719, accuracy=0.9873999953269958)
EpochMetrics(epoch=62, total_rounds=206, total_fda_steps=5813, accuracy=0.988099992275238)
EpochMetrics(epoch=63, total_rounds=208, total_fda_steps=5907, accuracy=0.9876000285148621)
EpochMetrics(epoch=64, total_rounds=212, total_fda_steps=6000, accuracy=0.9884999990463257)
EpochMetrics(epoch=65, total_rounds=215, total_fda_steps=6094, accuracy=0.9884999990463257)
EpochMetrics(epoch=66, total_rounds=218, total_fda_steps=6188, accuracy=0.988099992275238)
EpochMetrics(epoch=67, total_rounds=220, total_fda_steps=6282, accuracy=0.988099992275238)
EpochMetrics(epoch=68, total_rounds=222, total_fda_steps=6375, accuracy=0.9887999892234802)
EpochMetrics(epoch=69, total_rounds=224, total_fda_steps=6469, accuracy=0.9872999787330627)
EpochMetrics(epoch=70, total_rounds=226, total_fda_steps=6563, accuracy=0.9879000186920166)
EpochMetrics(epoch=71, total_rounds=228, total_fda_steps=6657, accuracy=0.9876999855041504)
EpochMetrics(epoch=72, total_rounds=233, total_fda_steps=6750, accuracy=0.9869999885559082)
EpochMetrics(epoch=73, total_rounds=236, total_fda_steps=6844, accuracy=0.9876999855041504)
EpochMetrics(epoch=74, total_rounds=240, total_fda_steps=6938, accuracy=0.988099992275238)
EpochMetrics(epoch=75, total_rounds=243, total_fda_steps=7032, accuracy=0.9879000186920166)
EpochMetrics(epoch=76, total_rounds=247, total_fda_steps=7125, accuracy=0.9879999756813049)
EpochMetrics(epoch=77, total_rounds=250, total_fda_steps=7219, accuracy=0.9883999824523926)
EpochMetrics(epoch=78, total_rounds=254, total_fda_steps=7313, accuracy=0.9861999750137329)
EpochMetrics(epoch=79, total_rounds=256, total_fda_steps=7407, accuracy=0.9872999787330627)
EpochMetrics(epoch=80, total_rounds=257, total_fda_steps=7500, accuracy=0.9878000020980835)
EpochMetrics(epoch=81, total_rounds=260, total_fda_steps=7594, accuracy=0.9872000217437744)
EpochMetrics(epoch=82, total_rounds=263, total_fda_steps=7688, accuracy=0.9876000285148621)
EpochMetrics(epoch=83, total_rounds=265, total_fda_steps=7782, accuracy=0.9878000020980835)
EpochMetrics(epoch=84, total_rounds=269, total_fda_steps=7875, accuracy=0.9871000051498413)
EpochMetrics(epoch=85, total_rounds=272, total_fda_steps=7969, accuracy=0.988099992275238)
EpochMetrics(epoch=86, total_rounds=276, total_fda_steps=8063, accuracy=0.9886000156402588)
EpochMetrics(epoch=87, total_rounds=279, total_fda_steps=8157, accuracy=0.9883000254631042)
EpochMetrics(epoch=88, total_rounds=282, total_fda_steps=8250, accuracy=0.9872000217437744)
EpochMetrics(epoch=89, total_rounds=287, total_fda_steps=8344, accuracy=0.988099992275238)
EpochMetrics(epoch=90, total_rounds=290, total_fda_steps=8438, accuracy=0.988099992275238)
