Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : linear
Num Clients : 35
Batch size : 64
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=3, total_fda_steps=27, accuracy=0.8120999932289124)
EpochMetrics(epoch=2, total_rounds=5, total_fda_steps=54, accuracy=0.8748000264167786)
EpochMetrics(epoch=3, total_rounds=6, total_fda_steps=81, accuracy=0.8971999883651733)
EpochMetrics(epoch=4, total_rounds=8, total_fda_steps=108, accuracy=0.9071999788284302)
EpochMetrics(epoch=5, total_rounds=9, total_fda_steps=134, accuracy=0.9132999777793884)
EpochMetrics(epoch=6, total_rounds=10, total_fda_steps=161, accuracy=0.9179999828338623)
EpochMetrics(epoch=7, total_rounds=11, total_fda_steps=188, accuracy=0.9208999872207642)
EpochMetrics(epoch=8, total_rounds=13, total_fda_steps=215, accuracy=0.9273999929428101)
EpochMetrics(epoch=9, total_rounds=14, total_fda_steps=242, accuracy=0.9312999844551086)
EpochMetrics(epoch=10, total_rounds=15, total_fda_steps=268, accuracy=0.9343000054359436)
EpochMetrics(epoch=11, total_rounds=17, total_fda_steps=295, accuracy=0.9365000128746033)
EpochMetrics(epoch=12, total_rounds=18, total_fda_steps=322, accuracy=0.941100001335144)
EpochMetrics(epoch=13, total_rounds=19, total_fda_steps=349, accuracy=0.9427000284194946)
EpochMetrics(epoch=14, total_rounds=21, total_fda_steps=375, accuracy=0.944599986076355)
EpochMetrics(epoch=15, total_rounds=22, total_fda_steps=402, accuracy=0.9476000070571899)
EpochMetrics(epoch=16, total_rounds=23, total_fda_steps=429, accuracy=0.949400007724762)
EpochMetrics(epoch=17, total_rounds=25, total_fda_steps=456, accuracy=0.9506999850273132)
EpochMetrics(epoch=18, total_rounds=26, total_fda_steps=483, accuracy=0.9527000188827515)
EpochMetrics(epoch=19, total_rounds=27, total_fda_steps=509, accuracy=0.9545000195503235)
EpochMetrics(epoch=20, total_rounds=29, total_fda_steps=536, accuracy=0.9553999900817871)
EpochMetrics(epoch=21, total_rounds=30, total_fda_steps=563, accuracy=0.9588000178337097)
EpochMetrics(epoch=22, total_rounds=31, total_fda_steps=590, accuracy=0.9599000215530396)
EpochMetrics(epoch=23, total_rounds=33, total_fda_steps=617, accuracy=0.9610000252723694)
EpochMetrics(epoch=24, total_rounds=34, total_fda_steps=643, accuracy=0.963100016117096)
EpochMetrics(epoch=25, total_rounds=36, total_fda_steps=670, accuracy=0.9646999835968018)
