Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : sketch
Num Clients : 40
Batch size : 64
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

retracing `sketch_for_vector`
EpochMetrics(epoch=1, total_rounds=3, total_fda_steps=24, accuracy=0.746399998664856)
EpochMetrics(epoch=2, total_rounds=5, total_fda_steps=47, accuracy=0.8529999852180481)
EpochMetrics(epoch=3, total_rounds=6, total_fda_steps=71, accuracy=0.8848000168800354)
EpochMetrics(epoch=4, total_rounds=7, total_fda_steps=94, accuracy=0.8963000178337097)
EpochMetrics(epoch=5, total_rounds=9, total_fda_steps=118, accuracy=0.9047999978065491)
EpochMetrics(epoch=6, total_rounds=10, total_fda_steps=141, accuracy=0.9128000140190125)
EpochMetrics(epoch=7, total_rounds=12, total_fda_steps=165, accuracy=0.9154000282287598)
EpochMetrics(epoch=8, total_rounds=13, total_fda_steps=188, accuracy=0.9199000000953674)
EpochMetrics(epoch=9, total_rounds=15, total_fda_steps=211, accuracy=0.9240999817848206)
EpochMetrics(epoch=10, total_rounds=16, total_fda_steps=235, accuracy=0.9283000230789185)
EpochMetrics(epoch=11, total_rounds=17, total_fda_steps=258, accuracy=0.9315000176429749)
EpochMetrics(epoch=12, total_rounds=19, total_fda_steps=282, accuracy=0.9343000054359436)
EpochMetrics(epoch=13, total_rounds=20, total_fda_steps=305, accuracy=0.9383000135421753)
EpochMetrics(epoch=14, total_rounds=22, total_fda_steps=329, accuracy=0.940500020980835)
EpochMetrics(epoch=15, total_rounds=23, total_fda_steps=352, accuracy=0.942300021648407)
EpochMetrics(epoch=16, total_rounds=24, total_fda_steps=375, accuracy=0.9437000155448914)
EpochMetrics(epoch=17, total_rounds=26, total_fda_steps=399, accuracy=0.9463000297546387)
EpochMetrics(epoch=18, total_rounds=27, total_fda_steps=422, accuracy=0.9480999708175659)
EpochMetrics(epoch=19, total_rounds=28, total_fda_steps=446, accuracy=0.9495999813079834)
EpochMetrics(epoch=20, total_rounds=30, total_fda_steps=469, accuracy=0.9517999887466431)
EpochMetrics(epoch=21, total_rounds=31, total_fda_steps=493, accuracy=0.9538999795913696)
EpochMetrics(epoch=22, total_rounds=33, total_fda_steps=516, accuracy=0.955299973487854)
EpochMetrics(epoch=23, total_rounds=34, total_fda_steps=540, accuracy=0.9571999907493591)
EpochMetrics(epoch=24, total_rounds=35, total_fda_steps=563, accuracy=0.958299994468689)
EpochMetrics(epoch=25, total_rounds=37, total_fda_steps=586, accuracy=0.9598000049591064)
EpochMetrics(epoch=26, total_rounds=38, total_fda_steps=610, accuracy=0.9613999724388123)
EpochMetrics(epoch=27, total_rounds=39, total_fda_steps=633, accuracy=0.9621000289916992)
EpochMetrics(epoch=28, total_rounds=41, total_fda_steps=657, accuracy=0.9631999731063843)
EpochMetrics(epoch=29, total_rounds=42, total_fda_steps=680, accuracy=0.9639000296592712)
EpochMetrics(epoch=30, total_rounds=43, total_fda_steps=704, accuracy=0.9646999835968018)
EpochMetrics(epoch=31, total_rounds=45, total_fda_steps=727, accuracy=0.9663000106811523)
EpochMetrics(epoch=32, total_rounds=46, total_fda_steps=750, accuracy=0.9656999707221985)
EpochMetrics(epoch=33, total_rounds=47, total_fda_steps=774, accuracy=0.96670001745224)
EpochMetrics(epoch=34, total_rounds=48, total_fda_steps=797, accuracy=0.9677000045776367)
EpochMetrics(epoch=35, total_rounds=50, total_fda_steps=821, accuracy=0.968500018119812)
EpochMetrics(epoch=36, total_rounds=51, total_fda_steps=844, accuracy=0.9692999720573425)
EpochMetrics(epoch=37, total_rounds=52, total_fda_steps=868, accuracy=0.9700999855995178)
EpochMetrics(epoch=38, total_rounds=54, total_fda_steps=891, accuracy=0.9695000052452087)
EpochMetrics(epoch=39, total_rounds=55, total_fda_steps=915, accuracy=0.9708999991416931)
EpochMetrics(epoch=40, total_rounds=56, total_fda_steps=938, accuracy=0.9714999794960022)
EpochMetrics(epoch=41, total_rounds=57, total_fda_steps=961, accuracy=0.9713000059127808)
EpochMetrics(epoch=42, total_rounds=59, total_fda_steps=985, accuracy=0.9721999764442444)
EpochMetrics(epoch=43, total_rounds=60, total_fda_steps=1008, accuracy=0.9718000292778015)
EpochMetrics(epoch=44, total_rounds=61, total_fda_steps=1032, accuracy=0.9729999899864197)
EpochMetrics(epoch=45, total_rounds=62, total_fda_steps=1055, accuracy=0.9733999967575073)
EpochMetrics(epoch=46, total_rounds=64, total_fda_steps=1079, accuracy=0.9739999771118164)
EpochMetrics(epoch=47, total_rounds=65, total_fda_steps=1102, accuracy=0.973800003528595)
EpochMetrics(epoch=48, total_rounds=66, total_fda_steps=1125, accuracy=0.9747999906539917)
EpochMetrics(epoch=49, total_rounds=67, total_fda_steps=1149, accuracy=0.9749000072479248)
EpochMetrics(epoch=50, total_rounds=68, total_fda_steps=1172, accuracy=0.9751999974250793)
EpochMetrics(epoch=51, total_rounds=70, total_fda_steps=1196, accuracy=0.9757000207901001)
EpochMetrics(epoch=52, total_rounds=71, total_fda_steps=1219, accuracy=0.9769999980926514)
EpochMetrics(epoch=53, total_rounds=72, total_fda_steps=1243, accuracy=0.9763000011444092)
EpochMetrics(epoch=54, total_rounds=73, total_fda_steps=1266, accuracy=0.9768999814987183)
EpochMetrics(epoch=55, total_rounds=75, total_fda_steps=1290, accuracy=0.9772999882698059)
EpochMetrics(epoch=56, total_rounds=76, total_fda_steps=1313, accuracy=0.9772999882698059)
EpochMetrics(epoch=57, total_rounds=77, total_fda_steps=1336, accuracy=0.9772999882698059)
EpochMetrics(epoch=58, total_rounds=78, total_fda_steps=1360, accuracy=0.9771999716758728)
EpochMetrics(epoch=59, total_rounds=79, total_fda_steps=1383, accuracy=0.9782999753952026)
EpochMetrics(epoch=60, total_rounds=81, total_fda_steps=1407, accuracy=0.978600025177002)
EpochMetrics(epoch=61, total_rounds=82, total_fda_steps=1430, accuracy=0.9782000184059143)
EpochMetrics(epoch=62, total_rounds=83, total_fda_steps=1454, accuracy=0.9789000153541565)
EpochMetrics(epoch=63, total_rounds=84, total_fda_steps=1477, accuracy=0.9789000153541565)
EpochMetrics(epoch=64, total_rounds=85, total_fda_steps=1500, accuracy=0.9789000153541565)
EpochMetrics(epoch=65, total_rounds=86, total_fda_steps=1524, accuracy=0.9793999791145325)
EpochMetrics(epoch=66, total_rounds=88, total_fda_steps=1547, accuracy=0.9789999723434448)
EpochMetrics(epoch=67, total_rounds=89, total_fda_steps=1571, accuracy=0.9793000221252441)
EpochMetrics(epoch=68, total_rounds=90, total_fda_steps=1594, accuracy=0.9800000190734863)
EpochMetrics(epoch=69, total_rounds=91, total_fda_steps=1618, accuracy=0.9797999858856201)
EpochMetrics(epoch=70, total_rounds=92, total_fda_steps=1641, accuracy=0.9797999858856201)
