Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : synchronous
Num Clients : 15
Batch size : 32
Num Epochs : 250
Number of steps until we check RTC : 1
Theta : 0.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=125, total_fda_steps=125, accuracy=0.902400016784668)
EpochMetrics(epoch=2, total_rounds=250, total_fda_steps=250, accuracy=0.9254999756813049)
EpochMetrics(epoch=3, total_rounds=375, total_fda_steps=375, accuracy=0.9419999718666077)
EpochMetrics(epoch=4, total_rounds=500, total_fda_steps=500, accuracy=0.9492999911308289)
EpochMetrics(epoch=5, total_rounds=625, total_fda_steps=625, accuracy=0.95660001039505)
EpochMetrics(epoch=6, total_rounds=750, total_fda_steps=750, accuracy=0.9613000154495239)
EpochMetrics(epoch=7, total_rounds=875, total_fda_steps=875, accuracy=0.9653000235557556)
EpochMetrics(epoch=8, total_rounds=1000, total_fda_steps=1000, accuracy=0.9674000144004822)
EpochMetrics(epoch=9, total_rounds=1125, total_fda_steps=1125, accuracy=0.9692000150680542)
EpochMetrics(epoch=10, total_rounds=1250, total_fda_steps=1250, accuracy=0.9721999764442444)
EpochMetrics(epoch=11, total_rounds=1375, total_fda_steps=1375, accuracy=0.9732999801635742)
EpochMetrics(epoch=12, total_rounds=1500, total_fda_steps=1500, accuracy=0.9757000207901001)
EpochMetrics(epoch=13, total_rounds=1625, total_fda_steps=1625, accuracy=0.975600004196167)
EpochMetrics(epoch=14, total_rounds=1750, total_fda_steps=1750, accuracy=0.9768000245094299)
EpochMetrics(epoch=15, total_rounds=1875, total_fda_steps=1875, accuracy=0.9789999723434448)
EpochMetrics(epoch=16, total_rounds=2000, total_fda_steps=2000, accuracy=0.9793000221252441)
EpochMetrics(epoch=17, total_rounds=2125, total_fda_steps=2125, accuracy=0.9800999760627747)
EpochMetrics(epoch=18, total_rounds=2250, total_fda_steps=2250, accuracy=0.9796000123023987)
EpochMetrics(epoch=19, total_rounds=2375, total_fda_steps=2375, accuracy=0.9812999963760376)
EpochMetrics(epoch=20, total_rounds=2500, total_fda_steps=2500, accuracy=0.9811999797821045)
EpochMetrics(epoch=21, total_rounds=2625, total_fda_steps=2625, accuracy=0.9825000166893005)
EpochMetrics(epoch=22, total_rounds=2750, total_fda_steps=2750, accuracy=0.9821000099182129)
EpochMetrics(epoch=23, total_rounds=2875, total_fda_steps=2875, accuracy=0.9829000234603882)
EpochMetrics(epoch=24, total_rounds=3000, total_fda_steps=3000, accuracy=0.9830999970436096)
EpochMetrics(epoch=25, total_rounds=3125, total_fda_steps=3125, accuracy=0.982699990272522)
EpochMetrics(epoch=26, total_rounds=3250, total_fda_steps=3250, accuracy=0.9833999872207642)
EpochMetrics(epoch=27, total_rounds=3375, total_fda_steps=3375, accuracy=0.9830999970436096)
EpochMetrics(epoch=28, total_rounds=3500, total_fda_steps=3500, accuracy=0.9832000136375427)
EpochMetrics(epoch=29, total_rounds=3625, total_fda_steps=3625, accuracy=0.9836999773979187)
EpochMetrics(epoch=30, total_rounds=3750, total_fda_steps=3750, accuracy=0.9843000173568726)
EpochMetrics(epoch=31, total_rounds=3875, total_fda_steps=3875, accuracy=0.9843999743461609)
EpochMetrics(epoch=32, total_rounds=4000, total_fda_steps=4000, accuracy=0.9846000075340271)
EpochMetrics(epoch=33, total_rounds=4125, total_fda_steps=4125, accuracy=0.9840999841690063)
EpochMetrics(epoch=34, total_rounds=4250, total_fda_steps=4250, accuracy=0.9843000173568726)
EpochMetrics(epoch=35, total_rounds=4375, total_fda_steps=4375, accuracy=0.9853000044822693)
EpochMetrics(epoch=36, total_rounds=4500, total_fda_steps=4500, accuracy=0.9847000241279602)
EpochMetrics(epoch=37, total_rounds=4625, total_fda_steps=4625, accuracy=0.9850000143051147)
EpochMetrics(epoch=38, total_rounds=4750, total_fda_steps=4750, accuracy=0.9861999750137329)
EpochMetrics(epoch=39, total_rounds=4875, total_fda_steps=4875, accuracy=0.9855999946594238)
EpochMetrics(epoch=40, total_rounds=5000, total_fda_steps=5000, accuracy=0.9847999811172485)
EpochMetrics(epoch=41, total_rounds=5125, total_fda_steps=5125, accuracy=0.984499990940094)
EpochMetrics(epoch=42, total_rounds=5250, total_fda_steps=5250, accuracy=0.9854000210762024)
EpochMetrics(epoch=43, total_rounds=5375, total_fda_steps=5375, accuracy=0.98580002784729)
EpochMetrics(epoch=44, total_rounds=5500, total_fda_steps=5500, accuracy=0.9858999848365784)
EpochMetrics(epoch=45, total_rounds=5625, total_fda_steps=5625, accuracy=0.9861000180244446)
EpochMetrics(epoch=46, total_rounds=5750, total_fda_steps=5750, accuracy=0.9855999946594238)
EpochMetrics(epoch=47, total_rounds=5875, total_fda_steps=5875, accuracy=0.9840999841690063)
EpochMetrics(epoch=48, total_rounds=6000, total_fda_steps=6000, accuracy=0.9853000044822693)
EpochMetrics(epoch=49, total_rounds=6125, total_fda_steps=6125, accuracy=0.9853000044822693)
EpochMetrics(epoch=50, total_rounds=6250, total_fda_steps=6250, accuracy=0.9857000112533569)
EpochMetrics(epoch=51, total_rounds=6375, total_fda_steps=6375, accuracy=0.9854999780654907)
EpochMetrics(epoch=52, total_rounds=6500, total_fda_steps=6500, accuracy=0.9857000112533569)
EpochMetrics(epoch=53, total_rounds=6625, total_fda_steps=6625, accuracy=0.9851999878883362)
EpochMetrics(epoch=54, total_rounds=6750, total_fda_steps=6750, accuracy=0.9861999750137329)
EpochMetrics(epoch=55, total_rounds=6875, total_fda_steps=6875, accuracy=0.9850000143051147)
EpochMetrics(epoch=56, total_rounds=7000, total_fda_steps=7000, accuracy=0.9850000143051147)
EpochMetrics(epoch=57, total_rounds=7125, total_fda_steps=7125, accuracy=0.98580002784729)
EpochMetrics(epoch=58, total_rounds=7250, total_fda_steps=7250, accuracy=0.9858999848365784)
EpochMetrics(epoch=59, total_rounds=7375, total_fda_steps=7375, accuracy=0.9861000180244446)
EpochMetrics(epoch=60, total_rounds=7500, total_fda_steps=7500, accuracy=0.9864000082015991)
EpochMetrics(epoch=61, total_rounds=7625, total_fda_steps=7625, accuracy=0.9855999946594238)
EpochMetrics(epoch=62, total_rounds=7750, total_fda_steps=7750, accuracy=0.9850999712944031)
EpochMetrics(epoch=63, total_rounds=7875, total_fda_steps=7875, accuracy=0.9861000180244446)
EpochMetrics(epoch=64, total_rounds=8000, total_fda_steps=8000, accuracy=0.9855999946594238)
EpochMetrics(epoch=65, total_rounds=8125, total_fda_steps=8125, accuracy=0.9861000180244446)
EpochMetrics(epoch=66, total_rounds=8250, total_fda_steps=8250, accuracy=0.9847999811172485)
EpochMetrics(epoch=67, total_rounds=8375, total_fda_steps=8375, accuracy=0.9860000014305115)
EpochMetrics(epoch=68, total_rounds=8500, total_fda_steps=8500, accuracy=0.9860000014305115)
EpochMetrics(epoch=69, total_rounds=8625, total_fda_steps=8625, accuracy=0.9872000217437744)
EpochMetrics(epoch=70, total_rounds=8750, total_fda_steps=8750, accuracy=0.9861000180244446)
EpochMetrics(epoch=71, total_rounds=8875, total_fda_steps=8875, accuracy=0.9860000014305115)
EpochMetrics(epoch=72, total_rounds=9000, total_fda_steps=9000, accuracy=0.9865000247955322)
EpochMetrics(epoch=73, total_rounds=9125, total_fda_steps=9125, accuracy=0.9864000082015991)
EpochMetrics(epoch=74, total_rounds=9250, total_fda_steps=9250, accuracy=0.9858999848365784)
EpochMetrics(epoch=75, total_rounds=9375, total_fda_steps=9375, accuracy=0.9868000149726868)
EpochMetrics(epoch=76, total_rounds=9500, total_fda_steps=9500, accuracy=0.9855999946594238)
EpochMetrics(epoch=77, total_rounds=9625, total_fda_steps=9625, accuracy=0.9868000149726868)
EpochMetrics(epoch=78, total_rounds=9750, total_fda_steps=9750, accuracy=0.9871000051498413)
EpochMetrics(epoch=79, total_rounds=9875, total_fda_steps=9875, accuracy=0.9868999719619751)
EpochMetrics(epoch=80, total_rounds=10000, total_fda_steps=10000, accuracy=0.9868000149726868)
EpochMetrics(epoch=81, total_rounds=10125, total_fda_steps=10125, accuracy=0.986299991607666)
EpochMetrics(epoch=82, total_rounds=10250, total_fda_steps=10250, accuracy=0.9857000112533569)
EpochMetrics(epoch=83, total_rounds=10375, total_fda_steps=10375, accuracy=0.9865999817848206)
EpochMetrics(epoch=84, total_rounds=10500, total_fda_steps=10500, accuracy=0.9861000180244446)
EpochMetrics(epoch=85, total_rounds=10625, total_fda_steps=10625, accuracy=0.9869999885559082)
EpochMetrics(epoch=86, total_rounds=10750, total_fda_steps=10750, accuracy=0.9861999750137329)
EpochMetrics(epoch=87, total_rounds=10875, total_fda_steps=10875, accuracy=0.9869999885559082)
EpochMetrics(epoch=88, total_rounds=11000, total_fda_steps=11000, accuracy=0.987500011920929)
EpochMetrics(epoch=89, total_rounds=11125, total_fda_steps=11125, accuracy=0.9869999885559082)
EpochMetrics(epoch=90, total_rounds=11250, total_fda_steps=11250, accuracy=0.9864000082015991)
EpochMetrics(epoch=91, total_rounds=11375, total_fda_steps=11375, accuracy=0.9865000247955322)
