Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : sketch
Num Clients : 45
Batch size : 256
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

retracing `sketch_for_vector`
EpochMetrics(epoch=1, total_rounds=1, total_fda_steps=6, accuracy=0.6276000142097473)
EpochMetrics(epoch=2, total_rounds=1, total_fda_steps=11, accuracy=0.7347999811172485)
EpochMetrics(epoch=3, total_rounds=2, total_fda_steps=16, accuracy=0.7771999835968018)
EpochMetrics(epoch=4, total_rounds=2, total_fda_steps=21, accuracy=0.8226000070571899)
EpochMetrics(epoch=5, total_rounds=2, total_fda_steps=27, accuracy=0.8460999727249146)
EpochMetrics(epoch=6, total_rounds=3, total_fda_steps=32, accuracy=0.861299991607666)
EpochMetrics(epoch=7, total_rounds=3, total_fda_steps=37, accuracy=0.8765000104904175)
EpochMetrics(epoch=8, total_rounds=3, total_fda_steps=42, accuracy=0.8852999806404114)
EpochMetrics(epoch=9, total_rounds=4, total_fda_steps=47, accuracy=0.891700029373169)
EpochMetrics(epoch=10, total_rounds=4, total_fda_steps=53, accuracy=0.8971999883651733)
EpochMetrics(epoch=11, total_rounds=4, total_fda_steps=58, accuracy=0.899399995803833)
EpochMetrics(epoch=12, total_rounds=5, total_fda_steps=63, accuracy=0.9034000039100647)
EpochMetrics(epoch=13, total_rounds=5, total_fda_steps=68, accuracy=0.9057999849319458)
EpochMetrics(epoch=14, total_rounds=6, total_fda_steps=73, accuracy=0.9085000157356262)
EpochMetrics(epoch=15, total_rounds=6, total_fda_steps=79, accuracy=0.9106000065803528)
EpochMetrics(epoch=16, total_rounds=6, total_fda_steps=84, accuracy=0.9129999876022339)
EpochMetrics(epoch=17, total_rounds=7, total_fda_steps=89, accuracy=0.914900004863739)
EpochMetrics(epoch=18, total_rounds=7, total_fda_steps=94, accuracy=0.9169999957084656)
EpochMetrics(epoch=19, total_rounds=8, total_fda_steps=99, accuracy=0.9190000295639038)
EpochMetrics(epoch=20, total_rounds=8, total_fda_steps=105, accuracy=0.9221000075340271)
EpochMetrics(epoch=21, total_rounds=8, total_fda_steps=110, accuracy=0.9229999780654907)
EpochMetrics(epoch=22, total_rounds=9, total_fda_steps=115, accuracy=0.9243000149726868)
EpochMetrics(epoch=23, total_rounds=9, total_fda_steps=120, accuracy=0.9266999959945679)
EpochMetrics(epoch=24, total_rounds=10, total_fda_steps=125, accuracy=0.9276999831199646)
EpochMetrics(epoch=25, total_rounds=10, total_fda_steps=131, accuracy=0.9289000034332275)
EpochMetrics(epoch=26, total_rounds=10, total_fda_steps=136, accuracy=0.9304999709129333)
EpochMetrics(epoch=27, total_rounds=11, total_fda_steps=141, accuracy=0.9320999979972839)
EpochMetrics(epoch=28, total_rounds=11, total_fda_steps=146, accuracy=0.9337000250816345)
EpochMetrics(epoch=29, total_rounds=12, total_fda_steps=152, accuracy=0.9345999956130981)
EpochMetrics(epoch=30, total_rounds=12, total_fda_steps=157, accuracy=0.9361000061035156)
EpochMetrics(epoch=31, total_rounds=13, total_fda_steps=162, accuracy=0.9372000098228455)
EpochMetrics(epoch=32, total_rounds=13, total_fda_steps=167, accuracy=0.9384999871253967)
EpochMetrics(epoch=33, total_rounds=13, total_fda_steps=172, accuracy=0.9391000270843506)
EpochMetrics(epoch=34, total_rounds=14, total_fda_steps=178, accuracy=0.940500020980835)
EpochMetrics(epoch=35, total_rounds=14, total_fda_steps=183, accuracy=0.9413999915122986)
EpochMetrics(epoch=36, total_rounds=15, total_fda_steps=188, accuracy=0.9427000284194946)
EpochMetrics(epoch=37, total_rounds=15, total_fda_steps=193, accuracy=0.9437999725341797)
EpochMetrics(epoch=38, total_rounds=16, total_fda_steps=198, accuracy=0.9437999725341797)
EpochMetrics(epoch=39, total_rounds=16, total_fda_steps=204, accuracy=0.9445000290870667)
EpochMetrics(epoch=40, total_rounds=17, total_fda_steps=209, accuracy=0.9449999928474426)
EpochMetrics(epoch=41, total_rounds=17, total_fda_steps=214, accuracy=0.9452999830245972)
EpochMetrics(epoch=42, total_rounds=17, total_fda_steps=219, accuracy=0.9467999935150146)
EpochMetrics(epoch=43, total_rounds=18, total_fda_steps=224, accuracy=0.9480000138282776)
EpochMetrics(epoch=44, total_rounds=18, total_fda_steps=230, accuracy=0.9487000107765198)
EpochMetrics(epoch=45, total_rounds=19, total_fda_steps=235, accuracy=0.9492999911308289)
