Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : linear
Num Clients : 15
Batch size : 32
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=8, total_fda_steps=125, accuracy=0.9027000069618225)
EpochMetrics(epoch=2, total_rounds=13, total_fda_steps=250, accuracy=0.9243000149726868)
EpochMetrics(epoch=3, total_rounds=19, total_fda_steps=375, accuracy=0.9380999803543091)
EpochMetrics(epoch=4, total_rounds=24, total_fda_steps=500, accuracy=0.9456999897956848)
EpochMetrics(epoch=5, total_rounds=30, total_fda_steps=625, accuracy=0.9532999992370605)
EpochMetrics(epoch=6, total_rounds=36, total_fda_steps=750, accuracy=0.9569000005722046)
EpochMetrics(epoch=7, total_rounds=41, total_fda_steps=875, accuracy=0.9617999792098999)
EpochMetrics(epoch=8, total_rounds=47, total_fda_steps=1000, accuracy=0.9661999940872192)
EpochMetrics(epoch=9, total_rounds=52, total_fda_steps=1125, accuracy=0.9685999751091003)
EpochMetrics(epoch=10, total_rounds=58, total_fda_steps=1250, accuracy=0.9689000248908997)
EpochMetrics(epoch=11, total_rounds=64, total_fda_steps=1375, accuracy=0.972599983215332)
EpochMetrics(epoch=12, total_rounds=69, total_fda_steps=1500, accuracy=0.9743000268936157)
EpochMetrics(epoch=13, total_rounds=75, total_fda_steps=1625, accuracy=0.9763000011444092)
EpochMetrics(epoch=14, total_rounds=80, total_fda_steps=1750, accuracy=0.9767000079154968)
EpochMetrics(epoch=15, total_rounds=86, total_fda_steps=1875, accuracy=0.9781000018119812)
EpochMetrics(epoch=16, total_rounds=92, total_fda_steps=2000, accuracy=0.9786999821662903)
EpochMetrics(epoch=17, total_rounds=97, total_fda_steps=2125, accuracy=0.9807999730110168)
EpochMetrics(epoch=18, total_rounds=103, total_fda_steps=2250, accuracy=0.9822999835014343)
EpochMetrics(epoch=19, total_rounds=109, total_fda_steps=2375, accuracy=0.9817000031471252)
EpochMetrics(epoch=20, total_rounds=114, total_fda_steps=2500, accuracy=0.983299970626831)
EpochMetrics(epoch=21, total_rounds=120, total_fda_steps=2625, accuracy=0.9836000204086304)
EpochMetrics(epoch=22, total_rounds=125, total_fda_steps=2750, accuracy=0.9832000136375427)
EpochMetrics(epoch=23, total_rounds=131, total_fda_steps=2875, accuracy=0.9837999939918518)
EpochMetrics(epoch=24, total_rounds=137, total_fda_steps=3000, accuracy=0.984499990940094)
EpochMetrics(epoch=25, total_rounds=143, total_fda_steps=3125, accuracy=0.9855999946594238)
EpochMetrics(epoch=26, total_rounds=148, total_fda_steps=3250, accuracy=0.98580002784729)
EpochMetrics(epoch=27, total_rounds=153, total_fda_steps=3375, accuracy=0.9857000112533569)
EpochMetrics(epoch=28, total_rounds=159, total_fda_steps=3500, accuracy=0.9853000044822693)
EpochMetrics(epoch=29, total_rounds=164, total_fda_steps=3625, accuracy=0.9855999946594238)
EpochMetrics(epoch=30, total_rounds=170, total_fda_steps=3750, accuracy=0.98580002784729)
EpochMetrics(epoch=31, total_rounds=176, total_fda_steps=3875, accuracy=0.9855999946594238)
EpochMetrics(epoch=32, total_rounds=181, total_fda_steps=4000, accuracy=0.9868000149726868)
EpochMetrics(epoch=33, total_rounds=187, total_fda_steps=4125, accuracy=0.9864000082015991)
EpochMetrics(epoch=34, total_rounds=192, total_fda_steps=4250, accuracy=0.9871000051498413)
EpochMetrics(epoch=35, total_rounds=198, total_fda_steps=4375, accuracy=0.986299991607666)
EpochMetrics(epoch=36, total_rounds=203, total_fda_steps=4500, accuracy=0.9869999885559082)
EpochMetrics(epoch=37, total_rounds=209, total_fda_steps=4625, accuracy=0.987500011920929)
EpochMetrics(epoch=38, total_rounds=214, total_fda_steps=4750, accuracy=0.9869999885559082)
EpochMetrics(epoch=39, total_rounds=219, total_fda_steps=4875, accuracy=0.9872000217437744)
EpochMetrics(epoch=40, total_rounds=224, total_fda_steps=5000, accuracy=0.9876000285148621)
EpochMetrics(epoch=41, total_rounds=230, total_fda_steps=5125, accuracy=0.9878000020980835)
EpochMetrics(epoch=42, total_rounds=235, total_fda_steps=5250, accuracy=0.9868999719619751)
EpochMetrics(epoch=43, total_rounds=241, total_fda_steps=5375, accuracy=0.9871000051498413)
EpochMetrics(epoch=44, total_rounds=246, total_fda_steps=5500, accuracy=0.9872999787330627)
EpochMetrics(epoch=45, total_rounds=251, total_fda_steps=5625, accuracy=0.9873999953269958)
EpochMetrics(epoch=46, total_rounds=256, total_fda_steps=5750, accuracy=0.9876999855041504)
EpochMetrics(epoch=47, total_rounds=262, total_fda_steps=5875, accuracy=0.9884999990463257)
EpochMetrics(epoch=48, total_rounds=267, total_fda_steps=6000, accuracy=0.987500011920929)
EpochMetrics(epoch=49, total_rounds=273, total_fda_steps=6125, accuracy=0.9878000020980835)
EpochMetrics(epoch=50, total_rounds=278, total_fda_steps=6250, accuracy=0.9879000186920166)
EpochMetrics(epoch=51, total_rounds=283, total_fda_steps=6375, accuracy=0.9876000285148621)
EpochMetrics(epoch=52, total_rounds=288, total_fda_steps=6500, accuracy=0.9879999756813049)
EpochMetrics(epoch=53, total_rounds=294, total_fda_steps=6625, accuracy=0.9878000020980835)
EpochMetrics(epoch=54, total_rounds=299, total_fda_steps=6750, accuracy=0.9878000020980835)
EpochMetrics(epoch=55, total_rounds=304, total_fda_steps=6875, accuracy=0.9886999726295471)
EpochMetrics(epoch=56, total_rounds=309, total_fda_steps=7000, accuracy=0.9882000088691711)
EpochMetrics(epoch=57, total_rounds=314, total_fda_steps=7125, accuracy=0.9878000020980835)
EpochMetrics(epoch=58, total_rounds=320, total_fda_steps=7250, accuracy=0.9876999855041504)
EpochMetrics(epoch=59, total_rounds=325, total_fda_steps=7375, accuracy=0.987500011920929)
EpochMetrics(epoch=60, total_rounds=330, total_fda_steps=7500, accuracy=0.9882000088691711)
EpochMetrics(epoch=61, total_rounds=335, total_fda_steps=7625, accuracy=0.988099992275238)
