Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : linear
Num Clients : 5
Batch size : 64
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=10, total_fda_steps=188, accuracy=0.9243000149726868)
EpochMetrics(epoch=2, total_rounds=17, total_fda_steps=375, accuracy=0.9485999941825867)
EpochMetrics(epoch=3, total_rounds=24, total_fda_steps=563, accuracy=0.9587000012397766)
EpochMetrics(epoch=4, total_rounds=31, total_fda_steps=750, accuracy=0.9635999798774719)
EpochMetrics(epoch=5, total_rounds=39, total_fda_steps=938, accuracy=0.9693999886512756)
EpochMetrics(epoch=6, total_rounds=46, total_fda_steps=1125, accuracy=0.9724000096321106)
EpochMetrics(epoch=7, total_rounds=54, total_fda_steps=1313, accuracy=0.9746000170707703)
EpochMetrics(epoch=8, total_rounds=61, total_fda_steps=1500, accuracy=0.9767000079154968)
EpochMetrics(epoch=9, total_rounds=69, total_fda_steps=1688, accuracy=0.9789000153541565)
EpochMetrics(epoch=10, total_rounds=77, total_fda_steps=1875, accuracy=0.9793999791145325)
EpochMetrics(epoch=11, total_rounds=85, total_fda_steps=2063, accuracy=0.9804999828338623)
EpochMetrics(epoch=12, total_rounds=92, total_fda_steps=2250, accuracy=0.9811000227928162)
EpochMetrics(epoch=13, total_rounds=100, total_fda_steps=2438, accuracy=0.9811000227928162)
EpochMetrics(epoch=14, total_rounds=108, total_fda_steps=2625, accuracy=0.9817000031471252)
EpochMetrics(epoch=15, total_rounds=115, total_fda_steps=2813, accuracy=0.9833999872207642)
EpochMetrics(epoch=16, total_rounds=123, total_fda_steps=3000, accuracy=0.9837999939918518)
EpochMetrics(epoch=17, total_rounds=131, total_fda_steps=3188, accuracy=0.9837999939918518)
EpochMetrics(epoch=18, total_rounds=139, total_fda_steps=3375, accuracy=0.9851999878883362)
EpochMetrics(epoch=19, total_rounds=146, total_fda_steps=3563, accuracy=0.9847000241279602)
EpochMetrics(epoch=20, total_rounds=154, total_fda_steps=3750, accuracy=0.9846000075340271)
EpochMetrics(epoch=21, total_rounds=161, total_fda_steps=3938, accuracy=0.9858999848365784)
EpochMetrics(epoch=22, total_rounds=169, total_fda_steps=4125, accuracy=0.9847000241279602)
EpochMetrics(epoch=23, total_rounds=176, total_fda_steps=4313, accuracy=0.9860000014305115)
EpochMetrics(epoch=24, total_rounds=184, total_fda_steps=4500, accuracy=0.986299991607666)
EpochMetrics(epoch=25, total_rounds=191, total_fda_steps=4688, accuracy=0.9853000044822693)
EpochMetrics(epoch=26, total_rounds=198, total_fda_steps=4875, accuracy=0.9860000014305115)
EpochMetrics(epoch=27, total_rounds=206, total_fda_steps=5063, accuracy=0.9861000180244446)
EpochMetrics(epoch=28, total_rounds=213, total_fda_steps=5250, accuracy=0.986299991607666)
EpochMetrics(epoch=29, total_rounds=220, total_fda_steps=5438, accuracy=0.9861999750137329)
EpochMetrics(epoch=30, total_rounds=227, total_fda_steps=5625, accuracy=0.9864000082015991)
EpochMetrics(epoch=31, total_rounds=234, total_fda_steps=5813, accuracy=0.9861999750137329)
EpochMetrics(epoch=32, total_rounds=241, total_fda_steps=6000, accuracy=0.9865000247955322)
EpochMetrics(epoch=33, total_rounds=247, total_fda_steps=6188, accuracy=0.9871000051498413)
EpochMetrics(epoch=34, total_rounds=255, total_fda_steps=6375, accuracy=0.9866999983787537)
EpochMetrics(epoch=35, total_rounds=263, total_fda_steps=6563, accuracy=0.9858999848365784)
EpochMetrics(epoch=36, total_rounds=269, total_fda_steps=6750, accuracy=0.9865999817848206)
EpochMetrics(epoch=37, total_rounds=276, total_fda_steps=6938, accuracy=0.9861999750137329)
EpochMetrics(epoch=38, total_rounds=283, total_fda_steps=7125, accuracy=0.9864000082015991)
EpochMetrics(epoch=39, total_rounds=290, total_fda_steps=7313, accuracy=0.9866999983787537)
EpochMetrics(epoch=40, total_rounds=296, total_fda_steps=7500, accuracy=0.9872999787330627)
EpochMetrics(epoch=41, total_rounds=304, total_fda_steps=7688, accuracy=0.9869999885559082)
EpochMetrics(epoch=42, total_rounds=311, total_fda_steps=7875, accuracy=0.9868000149726868)
EpochMetrics(epoch=43, total_rounds=317, total_fda_steps=8063, accuracy=0.9865999817848206)
EpochMetrics(epoch=44, total_rounds=324, total_fda_steps=8250, accuracy=0.9855999946594238)
EpochMetrics(epoch=45, total_rounds=331, total_fda_steps=8438, accuracy=0.9868999719619751)
EpochMetrics(epoch=46, total_rounds=339, total_fda_steps=8625, accuracy=0.986299991607666)
EpochMetrics(epoch=47, total_rounds=346, total_fda_steps=8813, accuracy=0.9868999719619751)
EpochMetrics(epoch=48, total_rounds=352, total_fda_steps=9000, accuracy=0.9866999983787537)
EpochMetrics(epoch=49, total_rounds=360, total_fda_steps=9188, accuracy=0.9868000149726868)
EpochMetrics(epoch=50, total_rounds=366, total_fda_steps=9375, accuracy=0.9861000180244446)
EpochMetrics(epoch=51, total_rounds=374, total_fda_steps=9563, accuracy=0.9855999946594238)
EpochMetrics(epoch=52, total_rounds=382, total_fda_steps=9750, accuracy=0.9866999983787537)
EpochMetrics(epoch=53, total_rounds=388, total_fda_steps=9938, accuracy=0.9861000180244446)
EpochMetrics(epoch=54, total_rounds=396, total_fda_steps=10125, accuracy=0.986299991607666)
EpochMetrics(epoch=55, total_rounds=403, total_fda_steps=10313, accuracy=0.9855999946594238)
EpochMetrics(epoch=56, total_rounds=409, total_fda_steps=10500, accuracy=0.9868999719619751)
EpochMetrics(epoch=57, total_rounds=418, total_fda_steps=10688, accuracy=0.9865000247955322)
EpochMetrics(epoch=58, total_rounds=424, total_fda_steps=10875, accuracy=0.9872000217437744)
EpochMetrics(epoch=59, total_rounds=430, total_fda_steps=11063, accuracy=0.9868000149726868)
EpochMetrics(epoch=60, total_rounds=439, total_fda_steps=11250, accuracy=0.9865000247955322)
EpochMetrics(epoch=61, total_rounds=446, total_fda_steps=11438, accuracy=0.9871000051498413)
EpochMetrics(epoch=62, total_rounds=452, total_fda_steps=11625, accuracy=0.9865000247955322)
EpochMetrics(epoch=63, total_rounds=459, total_fda_steps=11813, accuracy=0.9872000217437744)
EpochMetrics(epoch=64, total_rounds=465, total_fda_steps=12000, accuracy=0.9865999817848206)
EpochMetrics(epoch=65, total_rounds=471, total_fda_steps=12188, accuracy=0.9866999983787537)
EpochMetrics(epoch=66, total_rounds=479, total_fda_steps=12375, accuracy=0.9861000180244446)
EpochMetrics(epoch=67, total_rounds=486, total_fda_steps=12563, accuracy=0.98580002784729)
EpochMetrics(epoch=68, total_rounds=494, total_fda_steps=12750, accuracy=0.9865999817848206)
EpochMetrics(epoch=69, total_rounds=502, total_fda_steps=12938, accuracy=0.9868999719619751)
EpochMetrics(epoch=70, total_rounds=507, total_fda_steps=13125, accuracy=0.9868000149726868)
