Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : sketch
Num Clients : 55
Batch size : 256
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

retracing `sketch_for_vector`
EpochMetrics(epoch=1, total_rounds=1, total_fda_steps=5, accuracy=0.5424000024795532)
EpochMetrics(epoch=2, total_rounds=1, total_fda_steps=9, accuracy=0.6571000218391418)
EpochMetrics(epoch=3, total_rounds=2, total_fda_steps=13, accuracy=0.7246999740600586)
EpochMetrics(epoch=4, total_rounds=2, total_fda_steps=18, accuracy=0.7875999808311462)
EpochMetrics(epoch=5, total_rounds=2, total_fda_steps=22, accuracy=0.8155999779701233)
EpochMetrics(epoch=6, total_rounds=2, total_fda_steps=26, accuracy=0.8317999839782715)
EpochMetrics(epoch=7, total_rounds=3, total_fda_steps=30, accuracy=0.8476999998092651)
EpochMetrics(epoch=8, total_rounds=3, total_fda_steps=35, accuracy=0.8640000224113464)
EpochMetrics(epoch=9, total_rounds=3, total_fda_steps=39, accuracy=0.8755000233650208)
EpochMetrics(epoch=10, total_rounds=3, total_fda_steps=43, accuracy=0.8823000192642212)
EpochMetrics(epoch=11, total_rounds=4, total_fda_steps=47, accuracy=0.8899000287055969)
EpochMetrics(epoch=12, total_rounds=4, total_fda_steps=52, accuracy=0.8960000276565552)
EpochMetrics(epoch=13, total_rounds=4, total_fda_steps=56, accuracy=0.8991000056266785)
EpochMetrics(epoch=14, total_rounds=5, total_fda_steps=60, accuracy=0.9007999897003174)
EpochMetrics(epoch=15, total_rounds=5, total_fda_steps=64, accuracy=0.902999997138977)
EpochMetrics(epoch=16, total_rounds=5, total_fda_steps=69, accuracy=0.9064000248908997)
EpochMetrics(epoch=17, total_rounds=6, total_fda_steps=73, accuracy=0.9090999960899353)
EpochMetrics(epoch=18, total_rounds=6, total_fda_steps=77, accuracy=0.9110999703407288)
EpochMetrics(epoch=19, total_rounds=6, total_fda_steps=81, accuracy=0.9125000238418579)
EpochMetrics(epoch=20, total_rounds=7, total_fda_steps=86, accuracy=0.9139000177383423)
EpochMetrics(epoch=21, total_rounds=7, total_fda_steps=90, accuracy=0.9160000085830688)
EpochMetrics(epoch=22, total_rounds=8, total_fda_steps=94, accuracy=0.9168000221252441)
EpochMetrics(epoch=23, total_rounds=8, total_fda_steps=99, accuracy=0.9182000160217285)
EpochMetrics(epoch=24, total_rounds=8, total_fda_steps=103, accuracy=0.9197999835014343)
EpochMetrics(epoch=25, total_rounds=9, total_fda_steps=107, accuracy=0.9218000173568726)
EpochMetrics(epoch=26, total_rounds=9, total_fda_steps=111, accuracy=0.9229000210762024)
EpochMetrics(epoch=27, total_rounds=10, total_fda_steps=116, accuracy=0.9240999817848206)
EpochMetrics(epoch=28, total_rounds=10, total_fda_steps=120, accuracy=0.9254000186920166)
EpochMetrics(epoch=29, total_rounds=10, total_fda_steps=124, accuracy=0.9258999824523926)
EpochMetrics(epoch=30, total_rounds=11, total_fda_steps=128, accuracy=0.9265999794006348)
EpochMetrics(epoch=31, total_rounds=11, total_fda_steps=133, accuracy=0.9279000163078308)
EpochMetrics(epoch=32, total_rounds=11, total_fda_steps=137, accuracy=0.9284999966621399)
EpochMetrics(epoch=33, total_rounds=12, total_fda_steps=141, accuracy=0.9300000071525574)
EpochMetrics(epoch=34, total_rounds=12, total_fda_steps=145, accuracy=0.9312000274658203)
EpochMetrics(epoch=35, total_rounds=13, total_fda_steps=150, accuracy=0.9315999746322632)
EpochMetrics(epoch=36, total_rounds=13, total_fda_steps=154, accuracy=0.9322999715805054)
EpochMetrics(epoch=37, total_rounds=13, total_fda_steps=158, accuracy=0.9333999752998352)
EpochMetrics(epoch=38, total_rounds=14, total_fda_steps=162, accuracy=0.9344000220298767)
EpochMetrics(epoch=39, total_rounds=14, total_fda_steps=167, accuracy=0.9345999956130981)
EpochMetrics(epoch=40, total_rounds=15, total_fda_steps=171, accuracy=0.9355999827384949)
EpochMetrics(epoch=41, total_rounds=15, total_fda_steps=175, accuracy=0.9366000294685364)
EpochMetrics(epoch=42, total_rounds=15, total_fda_steps=179, accuracy=0.9381999969482422)
EpochMetrics(epoch=43, total_rounds=16, total_fda_steps=184, accuracy=0.9394000172615051)
EpochMetrics(epoch=44, total_rounds=16, total_fda_steps=188, accuracy=0.9401000142097473)
EpochMetrics(epoch=45, total_rounds=16, total_fda_steps=192, accuracy=0.941100001335144)
EpochMetrics(epoch=46, total_rounds=17, total_fda_steps=197, accuracy=0.9416999816894531)
EpochMetrics(epoch=47, total_rounds=17, total_fda_steps=201, accuracy=0.942300021648407)
EpochMetrics(epoch=48, total_rounds=18, total_fda_steps=205, accuracy=0.9430999755859375)
EpochMetrics(epoch=49, total_rounds=18, total_fda_steps=209, accuracy=0.9434000253677368)
EpochMetrics(epoch=50, total_rounds=18, total_fda_steps=214, accuracy=0.9434999823570251)
EpochMetrics(epoch=51, total_rounds=19, total_fda_steps=218, accuracy=0.9437999725341797)
