Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : synchronous
Num Clients : 45
Batch size : 64
Num Epochs : 250
Number of steps until we check RTC : 1
Theta : 0.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=21, total_fda_steps=21, accuracy=0.7942000031471252)
EpochMetrics(epoch=2, total_rounds=42, total_fda_steps=42, accuracy=0.8575999736785889)
EpochMetrics(epoch=3, total_rounds=63, total_fda_steps=63, accuracy=0.8828999996185303)
EpochMetrics(epoch=4, total_rounds=84, total_fda_steps=84, accuracy=0.8956999778747559)
EpochMetrics(epoch=5, total_rounds=105, total_fda_steps=105, accuracy=0.902999997138977)
EpochMetrics(epoch=6, total_rounds=125, total_fda_steps=125, accuracy=0.909600019454956)
EpochMetrics(epoch=7, total_rounds=146, total_fda_steps=146, accuracy=0.9146000146865845)
EpochMetrics(epoch=8, total_rounds=167, total_fda_steps=167, accuracy=0.9204000234603882)
EpochMetrics(epoch=9, total_rounds=188, total_fda_steps=188, accuracy=0.9246000051498413)
EpochMetrics(epoch=10, total_rounds=209, total_fda_steps=209, accuracy=0.9290000200271606)
EpochMetrics(epoch=11, total_rounds=230, total_fda_steps=230, accuracy=0.9336000084877014)
EpochMetrics(epoch=12, total_rounds=250, total_fda_steps=250, accuracy=0.9362999796867371)
EpochMetrics(epoch=13, total_rounds=271, total_fda_steps=271, accuracy=0.9379000067710876)
EpochMetrics(epoch=14, total_rounds=292, total_fda_steps=292, accuracy=0.9416000247001648)
EpochMetrics(epoch=15, total_rounds=313, total_fda_steps=313, accuracy=0.9442999958992004)
EpochMetrics(epoch=16, total_rounds=334, total_fda_steps=334, accuracy=0.9463000297546387)
EpochMetrics(epoch=17, total_rounds=355, total_fda_steps=355, accuracy=0.948199987411499)
EpochMetrics(epoch=18, total_rounds=375, total_fda_steps=375, accuracy=0.9520999789237976)
EpochMetrics(epoch=19, total_rounds=396, total_fda_steps=396, accuracy=0.9524999856948853)
EpochMetrics(epoch=20, total_rounds=417, total_fda_steps=417, accuracy=0.954800009727478)
EpochMetrics(epoch=21, total_rounds=438, total_fda_steps=438, accuracy=0.9580000042915344)
EpochMetrics(epoch=22, total_rounds=459, total_fda_steps=459, accuracy=0.9599999785423279)
EpochMetrics(epoch=23, total_rounds=480, total_fda_steps=480, accuracy=0.961899995803833)
EpochMetrics(epoch=24, total_rounds=500, total_fda_steps=500, accuracy=0.9621000289916992)
EpochMetrics(epoch=25, total_rounds=521, total_fda_steps=521, accuracy=0.9624999761581421)
