Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : synchronous
Num Clients : 50
Batch size : 256
Num Epochs : 250
Number of steps until we check RTC : 1
Theta : 0.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=5, total_fda_steps=5, accuracy=0.607699990272522)
EpochMetrics(epoch=2, total_rounds=10, total_fda_steps=10, accuracy=0.7074000239372253)
EpochMetrics(epoch=3, total_rounds=15, total_fda_steps=15, accuracy=0.7522000074386597)
EpochMetrics(epoch=4, total_rounds=19, total_fda_steps=19, accuracy=0.7799000144004822)
EpochMetrics(epoch=5, total_rounds=24, total_fda_steps=24, accuracy=0.8113999962806702)
EpochMetrics(epoch=6, total_rounds=29, total_fda_steps=29, accuracy=0.8323000073432922)
EpochMetrics(epoch=7, total_rounds=33, total_fda_steps=33, accuracy=0.8452000021934509)
EpochMetrics(epoch=8, total_rounds=38, total_fda_steps=38, accuracy=0.8610000014305115)
EpochMetrics(epoch=9, total_rounds=43, total_fda_steps=43, accuracy=0.8754000067710876)
EpochMetrics(epoch=10, total_rounds=47, total_fda_steps=47, accuracy=0.8816999793052673)
EpochMetrics(epoch=11, total_rounds=52, total_fda_steps=52, accuracy=0.8863999843597412)
EpochMetrics(epoch=12, total_rounds=57, total_fda_steps=57, accuracy=0.891700029373169)
EpochMetrics(epoch=13, total_rounds=61, total_fda_steps=61, accuracy=0.8946999907493591)
EpochMetrics(epoch=14, total_rounds=66, total_fda_steps=66, accuracy=0.8967000246047974)
EpochMetrics(epoch=15, total_rounds=71, total_fda_steps=71, accuracy=0.9003999829292297)
EpochMetrics(epoch=16, total_rounds=75, total_fda_steps=75, accuracy=0.9023000001907349)
EpochMetrics(epoch=17, total_rounds=80, total_fda_steps=80, accuracy=0.9047999978065491)
EpochMetrics(epoch=18, total_rounds=85, total_fda_steps=85, accuracy=0.9077000021934509)
EpochMetrics(epoch=19, total_rounds=90, total_fda_steps=90, accuracy=0.9083999991416931)
EpochMetrics(epoch=20, total_rounds=94, total_fda_steps=94, accuracy=0.9104999899864197)
EpochMetrics(epoch=21, total_rounds=99, total_fda_steps=99, accuracy=0.9126999974250793)
EpochMetrics(epoch=22, total_rounds=104, total_fda_steps=104, accuracy=0.9138000011444092)
