Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : sketch
Num Clients : 50
Batch size : 128
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

retracing `sketch_for_vector`
EpochMetrics(epoch=1, total_rounds=1, total_fda_steps=10, accuracy=0.6797999739646912)
EpochMetrics(epoch=2, total_rounds=2, total_fda_steps=19, accuracy=0.7706000208854675)
EpochMetrics(epoch=3, total_rounds=3, total_fda_steps=29, accuracy=0.8256999850273132)
EpochMetrics(epoch=4, total_rounds=4, total_fda_steps=38, accuracy=0.8533999919891357)
EpochMetrics(epoch=5, total_rounds=5, total_fda_steps=47, accuracy=0.8709999918937683)
EpochMetrics(epoch=6, total_rounds=5, total_fda_steps=57, accuracy=0.8844000101089478)
EpochMetrics(epoch=7, total_rounds=6, total_fda_steps=66, accuracy=0.8920000195503235)
EpochMetrics(epoch=8, total_rounds=7, total_fda_steps=75, accuracy=0.8982999920845032)
EpochMetrics(epoch=9, total_rounds=7, total_fda_steps=85, accuracy=0.9036999940872192)
EpochMetrics(epoch=10, total_rounds=8, total_fda_steps=94, accuracy=0.9057999849319458)
EpochMetrics(epoch=11, total_rounds=9, total_fda_steps=104, accuracy=0.9099000096321106)
EpochMetrics(epoch=12, total_rounds=10, total_fda_steps=113, accuracy=0.9126999974250793)
EpochMetrics(epoch=13, total_rounds=10, total_fda_steps=122, accuracy=0.9144999980926514)
EpochMetrics(epoch=14, total_rounds=11, total_fda_steps=132, accuracy=0.9168000221252441)
EpochMetrics(epoch=15, total_rounds=12, total_fda_steps=141, accuracy=0.9189000129699707)
EpochMetrics(epoch=16, total_rounds=12, total_fda_steps=150, accuracy=0.9221000075340271)
EpochMetrics(epoch=17, total_rounds=13, total_fda_steps=160, accuracy=0.9243000149726868)
EpochMetrics(epoch=18, total_rounds=14, total_fda_steps=169, accuracy=0.926800012588501)
EpochMetrics(epoch=19, total_rounds=15, total_fda_steps=179, accuracy=0.9276000261306763)
EpochMetrics(epoch=20, total_rounds=15, total_fda_steps=188, accuracy=0.9301000237464905)
EpochMetrics(epoch=21, total_rounds=16, total_fda_steps=197, accuracy=0.932200014591217)
EpochMetrics(epoch=22, total_rounds=17, total_fda_steps=207, accuracy=0.9329000115394592)
EpochMetrics(epoch=23, total_rounds=18, total_fda_steps=216, accuracy=0.9337999820709229)
EpochMetrics(epoch=24, total_rounds=18, total_fda_steps=225, accuracy=0.9358999729156494)
EpochMetrics(epoch=25, total_rounds=19, total_fda_steps=235, accuracy=0.9383000135421753)
EpochMetrics(epoch=26, total_rounds=20, total_fda_steps=244, accuracy=0.9398999810218811)
EpochMetrics(epoch=27, total_rounds=20, total_fda_steps=254, accuracy=0.9412999749183655)
EpochMetrics(epoch=28, total_rounds=21, total_fda_steps=263, accuracy=0.9412999749183655)
EpochMetrics(epoch=29, total_rounds=22, total_fda_steps=272, accuracy=0.9430000185966492)
EpochMetrics(epoch=30, total_rounds=23, total_fda_steps=282, accuracy=0.9441999793052673)
