Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : linear
Num Clients : 60
Batch size : 256
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=1, total_fda_steps=4, accuracy=0.6437000036239624)
EpochMetrics(epoch=2, total_rounds=2, total_fda_steps=8, accuracy=0.689300000667572)
EpochMetrics(epoch=3, total_rounds=3, total_fda_steps=12, accuracy=0.7164999842643738)
EpochMetrics(epoch=4, total_rounds=3, total_fda_steps=16, accuracy=0.7584999799728394)
EpochMetrics(epoch=5, total_rounds=4, total_fda_steps=20, accuracy=0.7975999712944031)
EpochMetrics(epoch=6, total_rounds=4, total_fda_steps=24, accuracy=0.824400007724762)
EpochMetrics(epoch=7, total_rounds=5, total_fda_steps=28, accuracy=0.8396000266075134)
EpochMetrics(epoch=8, total_rounds=5, total_fda_steps=32, accuracy=0.8535000085830688)
EpochMetrics(epoch=9, total_rounds=5, total_fda_steps=36, accuracy=0.864799976348877)
EpochMetrics(epoch=10, total_rounds=6, total_fda_steps=40, accuracy=0.873199999332428)
EpochMetrics(epoch=11, total_rounds=6, total_fda_steps=43, accuracy=0.878000020980835)
EpochMetrics(epoch=12, total_rounds=7, total_fda_steps=47, accuracy=0.8842999935150146)
EpochMetrics(epoch=13, total_rounds=7, total_fda_steps=51, accuracy=0.8888999819755554)
EpochMetrics(epoch=14, total_rounds=7, total_fda_steps=55, accuracy=0.8924999833106995)
EpochMetrics(epoch=15, total_rounds=8, total_fda_steps=59, accuracy=0.89410001039505)
EpochMetrics(epoch=16, total_rounds=8, total_fda_steps=63, accuracy=0.8985999822616577)
EpochMetrics(epoch=17, total_rounds=9, total_fda_steps=67, accuracy=0.9003999829292297)
EpochMetrics(epoch=18, total_rounds=9, total_fda_steps=71, accuracy=0.9036999940872192)
EpochMetrics(epoch=19, total_rounds=9, total_fda_steps=75, accuracy=0.9053000211715698)
EpochMetrics(epoch=20, total_rounds=10, total_fda_steps=79, accuracy=0.9063000082969666)
EpochMetrics(epoch=21, total_rounds=10, total_fda_steps=83, accuracy=0.9092000126838684)
EpochMetrics(epoch=22, total_rounds=11, total_fda_steps=86, accuracy=0.9103000164031982)
EpochMetrics(epoch=23, total_rounds=11, total_fda_steps=90, accuracy=0.9111999869346619)
EpochMetrics(epoch=24, total_rounds=11, total_fda_steps=94, accuracy=0.9122999906539917)
EpochMetrics(epoch=25, total_rounds=12, total_fda_steps=98, accuracy=0.9142000079154968)
EpochMetrics(epoch=26, total_rounds=12, total_fda_steps=102, accuracy=0.9154000282287598)
EpochMetrics(epoch=27, total_rounds=13, total_fda_steps=106, accuracy=0.916700005531311)
EpochMetrics(epoch=28, total_rounds=13, total_fda_steps=110, accuracy=0.9192000031471252)
EpochMetrics(epoch=29, total_rounds=13, total_fda_steps=114, accuracy=0.9197999835014343)
EpochMetrics(epoch=30, total_rounds=14, total_fda_steps=118, accuracy=0.9200999736785889)
EpochMetrics(epoch=31, total_rounds=14, total_fda_steps=122, accuracy=0.921500027179718)
EpochMetrics(epoch=32, total_rounds=14, total_fda_steps=125, accuracy=0.9222000241279602)
EpochMetrics(epoch=33, total_rounds=15, total_fda_steps=129, accuracy=0.9232000112533569)
EpochMetrics(epoch=34, total_rounds=15, total_fda_steps=133, accuracy=0.9236999750137329)
EpochMetrics(epoch=35, total_rounds=16, total_fda_steps=137, accuracy=0.9243999719619751)
EpochMetrics(epoch=36, total_rounds=16, total_fda_steps=141, accuracy=0.925599992275238)
EpochMetrics(epoch=37, total_rounds=16, total_fda_steps=145, accuracy=0.9269000291824341)
EpochMetrics(epoch=38, total_rounds=17, total_fda_steps=149, accuracy=0.9272000193595886)
EpochMetrics(epoch=39, total_rounds=17, total_fda_steps=153, accuracy=0.9287999868392944)
EpochMetrics(epoch=40, total_rounds=18, total_fda_steps=157, accuracy=0.9296000003814697)
EpochMetrics(epoch=41, total_rounds=18, total_fda_steps=161, accuracy=0.9307000041007996)
EpochMetrics(epoch=42, total_rounds=18, total_fda_steps=165, accuracy=0.9312000274658203)
EpochMetrics(epoch=43, total_rounds=19, total_fda_steps=168, accuracy=0.9319000244140625)
EpochMetrics(epoch=44, total_rounds=19, total_fda_steps=172, accuracy=0.9329000115394592)
EpochMetrics(epoch=45, total_rounds=20, total_fda_steps=176, accuracy=0.9340999722480774)
EpochMetrics(epoch=46, total_rounds=20, total_fda_steps=180, accuracy=0.934499979019165)
EpochMetrics(epoch=47, total_rounds=20, total_fda_steps=184, accuracy=0.9351000189781189)
EpochMetrics(epoch=48, total_rounds=21, total_fda_steps=188, accuracy=0.9355999827384949)
EpochMetrics(epoch=49, total_rounds=21, total_fda_steps=192, accuracy=0.9370999932289124)
EpochMetrics(epoch=50, total_rounds=22, total_fda_steps=196, accuracy=0.9383000135421753)
EpochMetrics(epoch=51, total_rounds=22, total_fda_steps=200, accuracy=0.9387000203132629)
EpochMetrics(epoch=52, total_rounds=22, total_fda_steps=204, accuracy=0.9387999773025513)
EpochMetrics(epoch=53, total_rounds=23, total_fda_steps=208, accuracy=0.9397000074386597)
EpochMetrics(epoch=54, total_rounds=23, total_fda_steps=211, accuracy=0.9408000111579895)
EpochMetrics(epoch=55, total_rounds=23, total_fda_steps=215, accuracy=0.9408000111579895)
EpochMetrics(epoch=56, total_rounds=24, total_fda_steps=219, accuracy=0.9419000148773193)
EpochMetrics(epoch=57, total_rounds=24, total_fda_steps=223, accuracy=0.9424999952316284)
EpochMetrics(epoch=58, total_rounds=25, total_fda_steps=227, accuracy=0.9431999921798706)
EpochMetrics(epoch=59, total_rounds=25, total_fda_steps=231, accuracy=0.9447000026702881)
EpochMetrics(epoch=60, total_rounds=25, total_fda_steps=235, accuracy=0.9445000290870667)
EpochMetrics(epoch=61, total_rounds=26, total_fda_steps=239, accuracy=0.9455000162124634)
EpochMetrics(epoch=62, total_rounds=26, total_fda_steps=243, accuracy=0.946399986743927)
EpochMetrics(epoch=63, total_rounds=27, total_fda_steps=247, accuracy=0.9467999935150146)
EpochMetrics(epoch=64, total_rounds=27, total_fda_steps=250, accuracy=0.9478999972343445)
EpochMetrics(epoch=65, total_rounds=27, total_fda_steps=254, accuracy=0.9480999708175659)
EpochMetrics(epoch=66, total_rounds=28, total_fda_steps=258, accuracy=0.9491000175476074)
EpochMetrics(epoch=67, total_rounds=28, total_fda_steps=262, accuracy=0.9485999941825867)
