Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : naive
Num Clients : 35
Batch size : 128
Num Epochs : 350
Number of steps until we check RTC : 1
Theta : 0.5
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=3, total_fda_steps=14, accuracy=0.7581999897956848)
EpochMetrics(epoch=2, total_rounds=6, total_fda_steps=27, accuracy=0.8382999897003174)
EpochMetrics(epoch=3, total_rounds=8, total_fda_steps=41, accuracy=0.878000020980835)
EpochMetrics(epoch=4, total_rounds=9, total_fda_steps=54, accuracy=0.8894000053405762)
EpochMetrics(epoch=5, total_rounds=10, total_fda_steps=67, accuracy=0.8984000086784363)
EpochMetrics(epoch=6, total_rounds=11, total_fda_steps=81, accuracy=0.9067000150680542)
EpochMetrics(epoch=7, total_rounds=12, total_fda_steps=94, accuracy=0.9096999764442444)
EpochMetrics(epoch=8, total_rounds=13, total_fda_steps=108, accuracy=0.9121000170707703)
EpochMetrics(epoch=9, total_rounds=14, total_fda_steps=121, accuracy=0.9160000085830688)
EpochMetrics(epoch=10, total_rounds=15, total_fda_steps=134, accuracy=0.919700026512146)
EpochMetrics(epoch=11, total_rounds=16, total_fda_steps=148, accuracy=0.9222999811172485)
EpochMetrics(epoch=12, total_rounds=16, total_fda_steps=161, accuracy=0.9251999855041504)
EpochMetrics(epoch=13, total_rounds=17, total_fda_steps=175, accuracy=0.9293000102043152)
EpochMetrics(epoch=14, total_rounds=18, total_fda_steps=188, accuracy=0.930899977684021)
EpochMetrics(epoch=15, total_rounds=19, total_fda_steps=201, accuracy=0.9351000189781189)
EpochMetrics(epoch=16, total_rounds=20, total_fda_steps=215, accuracy=0.9368000030517578)
EpochMetrics(epoch=17, total_rounds=21, total_fda_steps=228, accuracy=0.9397000074386597)
EpochMetrics(epoch=18, total_rounds=22, total_fda_steps=242, accuracy=0.9409000277519226)
EpochMetrics(epoch=19, total_rounds=23, total_fda_steps=255, accuracy=0.9431999921798706)
EpochMetrics(epoch=20, total_rounds=24, total_fda_steps=268, accuracy=0.9445000290870667)
EpochMetrics(epoch=21, total_rounds=25, total_fda_steps=282, accuracy=0.9459999799728394)
EpochMetrics(epoch=22, total_rounds=25, total_fda_steps=295, accuracy=0.9474999904632568)
EpochMetrics(epoch=23, total_rounds=26, total_fda_steps=309, accuracy=0.9485999941825867)
EpochMetrics(epoch=24, total_rounds=27, total_fda_steps=322, accuracy=0.9503999948501587)
EpochMetrics(epoch=25, total_rounds=28, total_fda_steps=335, accuracy=0.9520999789237976)
EpochMetrics(epoch=26, total_rounds=29, total_fda_steps=349, accuracy=0.9534000158309937)
EpochMetrics(epoch=27, total_rounds=30, total_fda_steps=362, accuracy=0.9546999931335449)
EpochMetrics(epoch=28, total_rounds=31, total_fda_steps=375, accuracy=0.9563999772071838)
EpochMetrics(epoch=29, total_rounds=32, total_fda_steps=389, accuracy=0.9573000073432922)
EpochMetrics(epoch=30, total_rounds=33, total_fda_steps=402, accuracy=0.9577999711036682)
EpochMetrics(epoch=31, total_rounds=33, total_fda_steps=416, accuracy=0.958899974822998)
EpochMetrics(epoch=32, total_rounds=34, total_fda_steps=429, accuracy=0.9610999822616577)
EpochMetrics(epoch=33, total_rounds=35, total_fda_steps=442, accuracy=0.9614999890327454)
EpochMetrics(epoch=34, total_rounds=36, total_fda_steps=456, accuracy=0.961899995803833)
EpochMetrics(epoch=35, total_rounds=37, total_fda_steps=469, accuracy=0.9627000093460083)
EpochMetrics(epoch=36, total_rounds=38, total_fda_steps=483, accuracy=0.963699996471405)
EpochMetrics(epoch=37, total_rounds=39, total_fda_steps=496, accuracy=0.9643999934196472)
EpochMetrics(epoch=38, total_rounds=40, total_fda_steps=509, accuracy=0.965499997138977)
EpochMetrics(epoch=39, total_rounds=41, total_fda_steps=523, accuracy=0.9650999903678894)
EpochMetrics(epoch=40, total_rounds=41, total_fda_steps=536, accuracy=0.9649999737739563)
EpochMetrics(epoch=41, total_rounds=42, total_fda_steps=550, accuracy=0.96670001745224)
EpochMetrics(epoch=42, total_rounds=43, total_fda_steps=563, accuracy=0.96670001745224)
EpochMetrics(epoch=43, total_rounds=44, total_fda_steps=576, accuracy=0.9674000144004822)
EpochMetrics(epoch=44, total_rounds=45, total_fda_steps=590, accuracy=0.9672999978065491)
EpochMetrics(epoch=45, total_rounds=46, total_fda_steps=603, accuracy=0.9678999781608582)
EpochMetrics(epoch=46, total_rounds=47, total_fda_steps=617, accuracy=0.9684000015258789)
EpochMetrics(epoch=47, total_rounds=47, total_fda_steps=630, accuracy=0.9692000150680542)
EpochMetrics(epoch=48, total_rounds=48, total_fda_steps=643, accuracy=0.9699000120162964)
EpochMetrics(epoch=49, total_rounds=49, total_fda_steps=657, accuracy=0.9699000120162964)
EpochMetrics(epoch=50, total_rounds=50, total_fda_steps=670, accuracy=0.970300018787384)
EpochMetrics(epoch=51, total_rounds=51, total_fda_steps=684, accuracy=0.970300018787384)
EpochMetrics(epoch=52, total_rounds=52, total_fda_steps=697, accuracy=0.9714999794960022)
EpochMetrics(epoch=53, total_rounds=52, total_fda_steps=710, accuracy=0.9713000059127808)
EpochMetrics(epoch=54, total_rounds=53, total_fda_steps=724, accuracy=0.9710999727249146)
EpochMetrics(epoch=55, total_rounds=54, total_fda_steps=737, accuracy=0.972000002861023)
EpochMetrics(epoch=56, total_rounds=55, total_fda_steps=750, accuracy=0.9715999960899353)
EpochMetrics(epoch=57, total_rounds=56, total_fda_steps=764, accuracy=0.9721999764442444)
EpochMetrics(epoch=58, total_rounds=57, total_fda_steps=777, accuracy=0.9725000262260437)
EpochMetrics(epoch=59, total_rounds=57, total_fda_steps=791, accuracy=0.9732999801635742)
EpochMetrics(epoch=60, total_rounds=58, total_fda_steps=804, accuracy=0.9733999967575073)
EpochMetrics(epoch=61, total_rounds=59, total_fda_steps=817, accuracy=0.9733999967575073)
EpochMetrics(epoch=62, total_rounds=60, total_fda_steps=831, accuracy=0.974399983882904)
EpochMetrics(epoch=63, total_rounds=61, total_fda_steps=844, accuracy=0.9742000102996826)
EpochMetrics(epoch=64, total_rounds=62, total_fda_steps=858, accuracy=0.9749000072479248)
EpochMetrics(epoch=65, total_rounds=62, total_fda_steps=871, accuracy=0.9746000170707703)
EpochMetrics(epoch=66, total_rounds=63, total_fda_steps=884, accuracy=0.9749000072479248)
EpochMetrics(epoch=67, total_rounds=64, total_fda_steps=898, accuracy=0.9757999777793884)
EpochMetrics(epoch=68, total_rounds=65, total_fda_steps=911, accuracy=0.9754999876022339)
EpochMetrics(epoch=69, total_rounds=66, total_fda_steps=925, accuracy=0.9761000275611877)
EpochMetrics(epoch=70, total_rounds=67, total_fda_steps=938, accuracy=0.9764000177383423)
EpochMetrics(epoch=71, total_rounds=67, total_fda_steps=951, accuracy=0.9764999747276306)
EpochMetrics(epoch=72, total_rounds=68, total_fda_steps=965, accuracy=0.977400004863739)
EpochMetrics(epoch=73, total_rounds=69, total_fda_steps=978, accuracy=0.9769999980926514)
EpochMetrics(epoch=74, total_rounds=70, total_fda_steps=992, accuracy=0.9771000146865845)
EpochMetrics(epoch=75, total_rounds=71, total_fda_steps=1005, accuracy=0.9783999919891357)
EpochMetrics(epoch=76, total_rounds=71, total_fda_steps=1018, accuracy=0.9775999784469604)
EpochMetrics(epoch=77, total_rounds=72, total_fda_steps=1032, accuracy=0.9779000282287598)
EpochMetrics(epoch=78, total_rounds=73, total_fda_steps=1045, accuracy=0.9786999821662903)
EpochMetrics(epoch=79, total_rounds=74, total_fda_steps=1059, accuracy=0.9789000153541565)
EpochMetrics(epoch=80, total_rounds=75, total_fda_steps=1072, accuracy=0.9790999889373779)
EpochMetrics(epoch=81, total_rounds=75, total_fda_steps=1085, accuracy=0.979200005531311)
EpochMetrics(epoch=82, total_rounds=76, total_fda_steps=1099, accuracy=0.979200005531311)
EpochMetrics(epoch=83, total_rounds=77, total_fda_steps=1112, accuracy=0.9796000123023987)
EpochMetrics(epoch=84, total_rounds=78, total_fda_steps=1125, accuracy=0.9799000024795532)
EpochMetrics(epoch=85, total_rounds=78, total_fda_steps=1139, accuracy=0.9801999926567078)
EpochMetrics(epoch=86, total_rounds=79, total_fda_steps=1152, accuracy=0.9793999791145325)
EpochMetrics(epoch=87, total_rounds=80, total_fda_steps=1166, accuracy=0.9807000160217285)
EpochMetrics(epoch=88, total_rounds=81, total_fda_steps=1179, accuracy=0.9805999994277954)
EpochMetrics(epoch=89, total_rounds=82, total_fda_steps=1192, accuracy=0.9812999963760376)
EpochMetrics(epoch=90, total_rounds=82, total_fda_steps=1206, accuracy=0.9811999797821045)
EpochMetrics(epoch=91, total_rounds=83, total_fda_steps=1219, accuracy=0.9814000129699707)
EpochMetrics(epoch=92, total_rounds=84, total_fda_steps=1233, accuracy=0.9812999963760376)
EpochMetrics(epoch=93, total_rounds=85, total_fda_steps=1246, accuracy=0.9807999730110168)
EpochMetrics(epoch=94, total_rounds=85, total_fda_steps=1259, accuracy=0.9815000295639038)
EpochMetrics(epoch=95, total_rounds=86, total_fda_steps=1273, accuracy=0.9817000031471252)
EpochMetrics(epoch=96, total_rounds=87, total_fda_steps=1286, accuracy=0.9817000031471252)
EpochMetrics(epoch=97, total_rounds=88, total_fda_steps=1300, accuracy=0.9815000295639038)
EpochMetrics(epoch=98, total_rounds=88, total_fda_steps=1313, accuracy=0.9817000031471252)
EpochMetrics(epoch=99, total_rounds=89, total_fda_steps=1326, accuracy=0.9818000197410583)
EpochMetrics(epoch=100, total_rounds=90, total_fda_steps=1340, accuracy=0.9821000099182129)
EpochMetrics(epoch=101, total_rounds=91, total_fda_steps=1353, accuracy=0.9815000295639038)
EpochMetrics(epoch=102, total_rounds=91, total_fda_steps=1367, accuracy=0.9822999835014343)
EpochMetrics(epoch=103, total_rounds=92, total_fda_steps=1380, accuracy=0.9825000166893005)
EpochMetrics(epoch=104, total_rounds=93, total_fda_steps=1393, accuracy=0.982200026512146)
EpochMetrics(epoch=105, total_rounds=94, total_fda_steps=1407, accuracy=0.9819999933242798)
EpochMetrics(epoch=106, total_rounds=94, total_fda_steps=1420, accuracy=0.982699990272522)
EpochMetrics(epoch=107, total_rounds=95, total_fda_steps=1434, accuracy=0.9829000234603882)
EpochMetrics(epoch=108, total_rounds=96, total_fda_steps=1447, accuracy=0.9830999970436096)
EpochMetrics(epoch=109, total_rounds=97, total_fda_steps=1460, accuracy=0.9830999970436096)
EpochMetrics(epoch=110, total_rounds=97, total_fda_steps=1474, accuracy=0.9830999970436096)
EpochMetrics(epoch=111, total_rounds=98, total_fda_steps=1487, accuracy=0.9829000234603882)
