Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : naive
Num Clients : 50
Batch size : 256
Num Epochs : 500
Number of steps until we check RTC : 1
Theta : 1.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=1, total_fda_steps=5, accuracy=0.5612000226974487)
EpochMetrics(epoch=2, total_rounds=2, total_fda_steps=10, accuracy=0.694100022315979)
EpochMetrics(epoch=3, total_rounds=3, total_fda_steps=15, accuracy=0.7617999911308289)
EpochMetrics(epoch=4, total_rounds=4, total_fda_steps=19, accuracy=0.7883999943733215)
EpochMetrics(epoch=5, total_rounds=4, total_fda_steps=24, accuracy=0.820900022983551)
EpochMetrics(epoch=6, total_rounds=5, total_fda_steps=29, accuracy=0.8465999960899353)
EpochMetrics(epoch=7, total_rounds=5, total_fda_steps=33, accuracy=0.8587999939918518)
EpochMetrics(epoch=8, total_rounds=6, total_fda_steps=38, accuracy=0.8737999796867371)
EpochMetrics(epoch=9, total_rounds=6, total_fda_steps=43, accuracy=0.879800021648407)
EpochMetrics(epoch=10, total_rounds=7, total_fda_steps=47, accuracy=0.8845999836921692)
EpochMetrics(epoch=11, total_rounds=7, total_fda_steps=52, accuracy=0.8895999789237976)
EpochMetrics(epoch=12, total_rounds=8, total_fda_steps=57, accuracy=0.892799973487854)
EpochMetrics(epoch=13, total_rounds=8, total_fda_steps=61, accuracy=0.8967999815940857)
EpochMetrics(epoch=14, total_rounds=8, total_fda_steps=66, accuracy=0.9010999798774719)
EpochMetrics(epoch=15, total_rounds=9, total_fda_steps=71, accuracy=0.9038000106811523)
EpochMetrics(epoch=16, total_rounds=9, total_fda_steps=75, accuracy=0.9049999713897705)
EpochMetrics(epoch=17, total_rounds=9, total_fda_steps=80, accuracy=0.9075000286102295)
EpochMetrics(epoch=18, total_rounds=10, total_fda_steps=85, accuracy=0.9089999794960022)
EpochMetrics(epoch=19, total_rounds=10, total_fda_steps=90, accuracy=0.9106000065803528)
EpochMetrics(epoch=20, total_rounds=10, total_fda_steps=94, accuracy=0.9111999869346619)
EpochMetrics(epoch=21, total_rounds=11, total_fda_steps=99, accuracy=0.9125000238418579)
EpochMetrics(epoch=22, total_rounds=11, total_fda_steps=104, accuracy=0.9142000079154968)
EpochMetrics(epoch=23, total_rounds=11, total_fda_steps=108, accuracy=0.9156000018119812)
EpochMetrics(epoch=24, total_rounds=12, total_fda_steps=113, accuracy=0.9172999858856201)
EpochMetrics(epoch=25, total_rounds=12, total_fda_steps=118, accuracy=0.9176999926567078)
EpochMetrics(epoch=26, total_rounds=12, total_fda_steps=122, accuracy=0.919700026512146)
EpochMetrics(epoch=27, total_rounds=12, total_fda_steps=127, accuracy=0.9210000038146973)
EpochMetrics(epoch=28, total_rounds=13, total_fda_steps=132, accuracy=0.9215999841690063)
EpochMetrics(epoch=29, total_rounds=13, total_fda_steps=136, accuracy=0.9236999750137329)
EpochMetrics(epoch=30, total_rounds=13, total_fda_steps=141, accuracy=0.9248999953269958)
EpochMetrics(epoch=31, total_rounds=14, total_fda_steps=146, accuracy=0.9247999787330627)
EpochMetrics(epoch=32, total_rounds=14, total_fda_steps=150, accuracy=0.9275000095367432)
EpochMetrics(epoch=33, total_rounds=14, total_fda_steps=155, accuracy=0.929099977016449)
EpochMetrics(epoch=34, total_rounds=15, total_fda_steps=160, accuracy=0.9294999837875366)
EpochMetrics(epoch=35, total_rounds=15, total_fda_steps=165, accuracy=0.9304999709129333)
EpochMetrics(epoch=36, total_rounds=15, total_fda_steps=169, accuracy=0.9315000176429749)
EpochMetrics(epoch=37, total_rounds=15, total_fda_steps=174, accuracy=0.9325000047683716)
EpochMetrics(epoch=38, total_rounds=16, total_fda_steps=179, accuracy=0.9326000213623047)
EpochMetrics(epoch=39, total_rounds=16, total_fda_steps=183, accuracy=0.934499979019165)
EpochMetrics(epoch=40, total_rounds=16, total_fda_steps=188, accuracy=0.9362999796867371)
EpochMetrics(epoch=41, total_rounds=17, total_fda_steps=193, accuracy=0.9359999895095825)
EpochMetrics(epoch=42, total_rounds=17, total_fda_steps=197, accuracy=0.9370999932289124)
EpochMetrics(epoch=43, total_rounds=17, total_fda_steps=202, accuracy=0.9390000104904175)
EpochMetrics(epoch=44, total_rounds=17, total_fda_steps=207, accuracy=0.939300000667572)
EpochMetrics(epoch=45, total_rounds=18, total_fda_steps=211, accuracy=0.9399999976158142)
