Num GPUs Available:  1

------------ Current Test : ------------
NN name : LeNet-5
FDA name : naive
Num Clients : 30
Batch size : 256
Num Epochs : 500
Number of steps until we check RTC : 1
Theta : 1.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=2, total_fda_steps=8, accuracy=0.7203999757766724)
EpochMetrics(epoch=2, total_rounds=3, total_fda_steps=16, accuracy=0.7906000018119812)
EpochMetrics(epoch=3, total_rounds=4, total_fda_steps=24, accuracy=0.8278999924659729)
EpochMetrics(epoch=4, total_rounds=5, total_fda_steps=32, accuracy=0.8574000000953674)
EpochMetrics(epoch=5, total_rounds=6, total_fda_steps=40, accuracy=0.8727999925613403)
EpochMetrics(epoch=6, total_rounds=6, total_fda_steps=47, accuracy=0.8828999996185303)
EpochMetrics(epoch=7, total_rounds=7, total_fda_steps=55, accuracy=0.8902000188827515)
EpochMetrics(epoch=8, total_rounds=8, total_fda_steps=63, accuracy=0.8942999839782715)
EpochMetrics(epoch=9, total_rounds=8, total_fda_steps=71, accuracy=0.9004999995231628)
EpochMetrics(epoch=10, total_rounds=9, total_fda_steps=79, accuracy=0.9045000076293945)
EpochMetrics(epoch=11, total_rounds=9, total_fda_steps=86, accuracy=0.9070000052452087)
EpochMetrics(epoch=12, total_rounds=9, total_fda_steps=94, accuracy=0.9118000268936157)
EpochMetrics(epoch=13, total_rounds=10, total_fda_steps=102, accuracy=0.9161999821662903)
EpochMetrics(epoch=14, total_rounds=10, total_fda_steps=110, accuracy=0.9189000129699707)
EpochMetrics(epoch=15, total_rounds=11, total_fda_steps=118, accuracy=0.9200000166893005)
EpochMetrics(epoch=16, total_rounds=11, total_fda_steps=125, accuracy=0.9226999878883362)
EpochMetrics(epoch=17, total_rounds=11, total_fda_steps=133, accuracy=0.9246000051498413)
EpochMetrics(epoch=18, total_rounds=12, total_fda_steps=141, accuracy=0.9273999929428101)
EpochMetrics(epoch=19, total_rounds=12, total_fda_steps=149, accuracy=0.9286999702453613)
EpochMetrics(epoch=20, total_rounds=13, total_fda_steps=157, accuracy=0.9304999709129333)
EpochMetrics(epoch=21, total_rounds=13, total_fda_steps=165, accuracy=0.9333999752998352)
EpochMetrics(epoch=22, total_rounds=14, total_fda_steps=172, accuracy=0.9336000084877014)
EpochMetrics(epoch=23, total_rounds=14, total_fda_steps=180, accuracy=0.9359999895095825)
EpochMetrics(epoch=24, total_rounds=14, total_fda_steps=188, accuracy=0.9372000098228455)
EpochMetrics(epoch=25, total_rounds=15, total_fda_steps=196, accuracy=0.9376999735832214)
EpochMetrics(epoch=26, total_rounds=15, total_fda_steps=204, accuracy=0.9401000142097473)
EpochMetrics(epoch=27, total_rounds=15, total_fda_steps=211, accuracy=0.9417999982833862)
EpochMetrics(epoch=28, total_rounds=16, total_fda_steps=219, accuracy=0.9430999755859375)
