dataset_name,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_num_weights,sketch_width,sketch_depth,epoch,round,total_fda_steps,est_var,actual_var
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,2,1,10,0.5372614860534668,0.48275166749954224
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,2,2,15,0.7198963761329651,0.5280736088752747
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,2,3,18,0.8664826154708862,0.5250828266143799
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,3,4,20,0.7281873822212219,0.5482531785964966
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,3,5,22,0.7559563517570496,0.6733587384223938
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,3,6,24,0.825652003288269,0.6934934854507446
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,3,7,26,0.7477239370346069,0.6727957129478455
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,3,8,28,0.7824116349220276,0.6597906351089478
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,4,9,30,0.9226840138435364,0.6383542418479919
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,4,10,32,0.9712682962417603,0.5803766846656799
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,4,11,34,1.3540444374084473,0.5203281044960022
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,4,12,35,0.5307745933532715,0.21004599332809448
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,4,13,36,0.5740184187889099,0.2292637974023819
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,4,14,37,0.5763334035873413,0.15747420489788055
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,5,15,39,1.243865966796875,0.24483226239681244
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,5,16,41,0.7301212549209595,0.21774955093860626
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,5,17,43,0.5197020173072815,0.16108903288841248
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,5,18,46,0.749193549156189,0.23919768631458282
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,6,19,50,0.7331271171569824,0.24722719192504883
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,6,20,55,0.7127334475517273,0.28133776783943176
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,7,21,59,0.5454757809638977,0.24688756465911865
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,7,22,63,0.6938928365707397,0.2900441288948059
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,8,23,67,0.5280907154083252,0.29868176579475403
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,8,24,72,0.7031844854354858,0.4022226631641388
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,9,25,76,0.5070337057113647,0.22640188038349152
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,9,26,81,0.688270628452301,0.3646441698074341
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,10,27,86,0.7096045017242432,0.3616904318332672
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,10,28,91,0.6229183673858643,0.36236870288848877
EMNIST,naive,25,256,1,0.5,2592202,-1,-1,11,29,96,0.5603337287902832,0.367372065782547
