dataset_name,bias,aggr_scheme,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_name,nn_num_weights,sketch_width,sketch_depth,epoch,total_rounds,total_fda_steps,accuracy
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,1,"[12, 10, 9, 9, 9, 9, 7, 8, 11]",94,0.9409999847412109
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,2,"[18, 16, 14, 14, 15, 15, 12, 14, 16]",188,0.9790999889373779
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,3,"[22, 21, 19, 19, 20, 20, 16, 18, 20]",282,0.984000027179718
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,4,"[27, 25, 23, 24, 25, 24, 19, 22, 23]",375,0.989300012588501
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,5,"[31, 30, 27, 29, 30, 29, 23, 26, 26]",469,0.989300012588501
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,6,"[35, 34, 31, 33, 35, 33, 27, 30, 28]",563,0.9911999702453613
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,7,"[38, 38, 35, 38, 40, 38, 30, 34, 31]",657,0.9919000267982483
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,8,"[42, 42, 39, 43, 45, 42, 34, 38, 34]",750,0.9922999739646912
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,9,"[46, 46, 43, 47, 50, 47, 37, 41, 36]",844,0.992900013923645
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,10,"[50, 51, 47, 52, 55, 51, 41, 45, 39]",938,0.9930999875068665
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,11,"[53, 55, 51, 57, 60, 56, 45, 48, 41]",1032,0.9937000274658203
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,12,"[57, 59, 55, 61, 64, 60, 48, 52, 44]",1125,0.9937000274658203
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,13,"[61, 63, 60, 66, 69, 64, 51, 55, 46]",1219,0.9941999912261963
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,14,"[65, 67, 64, 70, 74, 69, 55, 59, 49]",1313,0.9937000274658203
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,15,"[69, 72, 68, 75, 79, 73, 58, 63, 51]",1407,0.9937999844551086
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,16,"[73, 76, 72, 79, 84, 77, 62, 66, 54]",1500,0.9948999881744385
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,17,"[76, 80, 76, 84, 88, 82, 65, 69, 57]",1594,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,18,"[80, 84, 81, 88, 93, 86, 68, 73, 59]",1688,0.9951000213623047
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,19,"[85, 88, 85, 93, 98, 90, 72, 77, 62]",1782,0.9954000115394592
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,20,"[88, 92, 89, 97, 103, 94, 75, 80, 64]",1875,0.9950000047683716
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,21,"[92, 96, 93, 102, 108, 99, 78, 84, 67]",1969,0.9945999979972839
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,22,"[96, 101, 98, 107, 113, 103, 82, 88, 70]",2063,0.9954000115394592
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,23,"[101, 105, 102, 112, 118, 107, 85, 92, 73]",2157,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,24,"[104, 109, 107, 117, 122, 111, 88, 95, 76]",2250,0.9951000213623047
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,25,"[110, 114, 112, 122, 128, 115, 92, 99, 79]",2344,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,26,"[113, 117, 116, 127, 132, 119, 95, 102, 81]",2438,0.9944999814033508
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,27,"[116, 121, 119, 130, 136, 122, 97, 104, 83]",2532,0.9947999715805054
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,28,"[120, 124, 122, 134, 140, 125, 100, 107, 86]",2625,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,29,"[123, 128, 126, 139, 144, 129, 103, 111, 88]",2719,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,30,"[128, 132, 131, 143, 149, 133, 106, 114, 92]",2813,0.9952999949455261
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,31,"[132, 136, 135, 148, 153, 137, 109, 117, 94]",2907,0.9948999881744385
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,32,"[135, 139, 139, 152, 158, 140, 112, 120, 97]",3000,0.9957000017166138
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,33,"[140, 144, 144, 157, 162, 145, 115, 124, 100]",3094,0.9950000047683716
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,34,"[144, 148, 147, 162, 167, 148, 118, 127, 103]",3188,0.9947999715805054
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,35,"[148, 152, 151, 166, 171, 152, 120, 129, 106]",3282,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,36,"[152, 156, 155, 170, 175, 156, 123, 132, 108]",3375,0.9951000213623047
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,37,"[155, 159, 159, 174, 179, 160, 126, 135, 111]",3469,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,38,"[160, 163, 163, 178, 184, 164, 129, 138, 113]",3563,0.9952999949455261
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,39,"[164, 168, 168, 183, 188, 168, 132, 141, 117]",3657,0.9951000213623047
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,40,"[169, 172, 172, 188, 193, 172, 135, 144, 120]",3750,0.9955000281333923
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,41,"[172, 175, 176, 192, 197, 176, 138, 147, 123]",3844,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,42,"[176, 179, 180, 196, 201, 180, 141, 150, 126]",3938,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,43,"[180, 183, 184, 200, 205, 184, 143, 153, 128]",4032,0.9955999851226807
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,44,"[184, 186, 188, 204, 209, 187, 146, 155, 131]",4125,0.9955999851226807
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,45,"[188, 190, 192, 208, 214, 191, 148, 158, 134]",4219,0.9957000017166138
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,46,"[193, 195, 197, 213, 219, 195, 151, 161, 137]",4313,0.9952999949455261
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,47,"[196, 199, 201, 217, 223, 199, 154, 164, 140]",4407,0.9954000115394592
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,48,"[201, 204, 205, 222, 228, 203, 157, 168, 144]",4500,0.9950000047683716
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,49,"[205, 207, 209, 226, 232, 207, 159, 171, 147]",4594,0.9951000213623047
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,50,"[210, 211, 213, 230, 236, 210, 162, 174, 150]",4688,0.995199978351593
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,51,"[215, 216, 218, 235, 241, 215, 165, 178, 154]",4782,0.9950000047683716
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,52,"[220, 220, 222, 239, 245, 218, 168, 181, 157]",4875,0.9951000213623047
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,53,"[225, 225, 228, 244, 250, 222, 171, 184, 161]",4969,0.9947999715805054
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,54,"[229, 229, 232, 248, 254, 226, 173, 187, 164]",5063,0.9948999881744385
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,55,"[232, 232, 236, 252, 258, 230, 176, 190, 168]",5157,0.9955999851226807
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,56,"[237, 236, 240, 256, 263, 233, 179, 194, 171]",5250,0.9955000281333923
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,57,"[241, 241, 244, 260, 267, 237, 181, 196, 174]",5344,0.9952999949455261
MNIST,,avg,naive,20,32,1,15.0,AdvancedCNN,2592202,,,58,"[247, 245, 248, 265, 272, 241, 184, 200, 178]",5438,0.9955999851226807
