dataset_name,bias,aggr_scheme,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_name,nn_num_weights,sketch_width,sketch_depth,epoch,total_rounds,total_fda_steps,accuracy
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,1,13,188,0.9695000052452087
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,2,36,375,0.986299991607666
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,3,219,563,0.9905999898910522
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,4,406,750,0.9919999837875366
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,5,580,938,0.9925000071525574
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,6,700,1125,0.9940000176429749
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,7,886,1313,0.9939000010490417
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,8,1073,1500,0.9939000010490417
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,9,1261,1688,0.9940999746322632
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,10,1448,1875,0.9944000244140625
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,11,1636,2063,0.9948999881744385
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,12,1823,2250,0.9941999912261963
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,13,2011,2438,0.994700014591217
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,14,2198,2625,0.9943000078201294
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,15,2386,2813,0.9943000078201294
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,16,2573,3000,0.993399977684021
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,17,2761,3188,0.9944999814033508
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,18,2948,3375,0.9941999912261963
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,19,3136,3563,0.9922999739646912
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,20,3323,3750,0.994700014591217
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,21,3511,3938,0.9919999837875366
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,22,3698,4125,0.9947999715805054
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,23,3886,4313,0.9944999814033508
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,24,4073,4500,0.9937000274658203
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,25,4261,4688,0.9944000244140625
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,26,4438,4875,0.9948999881744385
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,27,4626,5063,0.9926999807357788
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,28,4813,5250,0.9948999881744385
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,29,5001,5438,0.9937999844551086
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,30,5188,5625,0.9944999814033508
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,31,5376,5813,0.994700014591217
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,32,5563,6000,0.9955000281333923
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,33,5751,6188,0.9941999912261963
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,34,5938,6375,0.9950000047683716
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,35,6126,6563,0.9947999715805054
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,36,6313,6750,0.9948999881744385
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,37,6501,6938,0.9958999752998352
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,38,6688,7125,0.9937000274658203
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,39,6876,7313,0.995199978351593
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,40,7063,7500,0.9955000281333923
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,41,7208,7688,0.9945999979972839
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,42,7295,7875,0.9955999851226807
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,43,7483,8063,0.9959999918937683
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,44,7670,8250,0.9957000017166138
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,45,7858,8438,0.9959999918937683
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,46,8045,8625,0.9955999851226807
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,47,8233,8813,0.9954000115394592
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,48,8420,9000,0.9932000041007996
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,49,8608,9188,0.994700014591217
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,50,8795,9375,0.9951000213623047
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,51,8983,9563,0.995199978351593
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,52,9170,9750,0.9943000078201294
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,53,9358,9938,0.9944000244140625
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,54,9545,10125,0.9941999912261963
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,55,9733,10313,0.9944999814033508
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,56,9920,10500,0.9955999851226807
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,57,10108,10688,0.9948999881744385
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,58,10295,10875,0.9945999979972839
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,59,10483,11063,0.9955000281333923
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,60,10670,11250,0.9939000010490417
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,61,10858,11438,0.9948999881744385
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,62,11045,11625,0.9939000010490417
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,63,11233,11813,0.9957000017166138
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,64,11420,12000,0.9951000213623047
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,65,11600,12188,0.9954000115394592
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,66,11787,12375,0.9952999949455261
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,67,11975,12563,0.9952999949455261
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,68,12162,12750,0.995199978351593
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,69,12350,12938,0.9940999746322632
MNIST,,wavg_drifts,sketch,10,32,1,20.0,AdvancedCNN,2592202,250,5,70,12537,13125,0.9948999881744385
