dataset_name,bias,aggr_scheme,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_name,nn_num_weights,sketch_width,sketch_depth,epoch,total_rounds,total_fda_steps,accuracy
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,1,"[3, 3, 3, 3, 3, 3, 2, 2, 4]",47,0.4733999967575073
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,2,"[5, 5, 5, 5, 5, 5, 4, 5, 7]",94,0.8295000195503235
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,3,"[6, 7, 6, 6, 7, 6, 5, 6, 8]",141,0.8621000051498413
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,4,"[7, 8, 7, 8, 8, 7, 6, 7, 9]",188,0.8740000128746033
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,5,"[8, 9, 8, 9, 9, 8, 7, 8, 10]",235,0.8865000009536743
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,6,"[9, 10, 10, 10, 10, 9, 8, 9, 11]",282,0.9251000285148621
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,7,"[10, 11, 11, 11, 11, 10, 9, 10, 11]",329,0.9060999751091003
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,8,"[10, 12, 12, 12, 12, 11, 9, 11, 12]",375,0.9419000148773193
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,9,"[11, 13, 12, 13, 12, 11, 10, 12, 13]",422,0.9284999966621399
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,10,"[12, 14, 13, 14, 13, 12, 11, 13, 13]",469,0.963100016117096
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,11,"[12, 15, 14, 15, 14, 13, 11, 13, 14]",516,0.9460999965667725
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,12,"[13, 16, 15, 16, 15, 13, 12, 14, 15]",563,0.9516000151634216
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,13,"[13, 17, 16, 17, 16, 14, 13, 15, 15]",610,0.9634000062942505
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,14,"[14, 17, 17, 18, 17, 15, 13, 16, 16]",657,0.961899995803833
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,15,"[14, 18, 18, 18, 18, 16, 14, 16, 16]",704,0.9376999735832214
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,16,"[15, 19, 19, 19, 18, 16, 15, 17, 17]",750,0.9573000073432922
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,17,"[16, 20, 19, 20, 19, 17, 15, 18, 17]",797,0.9729999899864197
MNIST,-1.0,avg,naive,40,32,1,50.0,AdvancedCNN,2592202,,,18,"[16, 21, 20, 21, 20, 18, 16, 19, 18]",844,0.9735000133514404
