dataset_name,bias,aggr_scheme,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_name,nn_num_weights,sketch_width,sketch_depth,epoch,total_rounds,total_fda_steps,accuracy
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,1,"[8, 7, 7, 7, 7, 7, 6, 6, 9]",63,0.82669997215271
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,2,"[11, 11, 11, 11, 12, 12, 9, 11, 14]",125,0.8848999738693237
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,3,"[14, 14, 14, 15, 15, 15, 12, 14, 16]",188,0.930400013923645
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,4,"[16, 17, 18, 18, 18, 18, 14, 16, 19]",250,0.9574000239372253
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,5,"[19, 20, 20, 21, 22, 21, 17, 19, 21]",313,0.965399980545044
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,6,"[21, 23, 23, 25, 25, 24, 19, 22, 23]",375,0.9652000069618225
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,7,"[24, 26, 26, 28, 29, 27, 22, 24, 25]",438,0.9765999913215637
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,8,"[26, 28, 29, 31, 32, 30, 24, 27, 27]",500,0.9722999930381775
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,9,"[29, 31, 32, 34, 35, 33, 27, 30, 30]",563,0.9876000285148621
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,10,"[31, 33, 35, 37, 39, 36, 29, 33, 32]",625,0.9783999919891357
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,11,"[34, 36, 38, 40, 42, 39, 32, 36, 34]",688,0.9887999892234802
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,12,"[36, 39, 40, 43, 45, 42, 35, 38, 36]",750,0.9868000149726868
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,13,"[39, 42, 43, 46, 49, 45, 37, 41, 38]",813,0.9898999929428101
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,14,"[41, 44, 46, 49, 52, 48, 40, 43, 40]",875,0.9902999997138977
MNIST,-1.0,avg,naive,30,32,1,15.0,AdvancedCNN,2592202,,,15,"[43, 47, 48, 52, 55, 51, 42, 46, 42]",938,0.9919000267982483
