dataset_name,bias,aggr_scheme,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_name,nn_num_weights,sketch_width,sketch_depth,epoch,total_rounds,total_fda_steps,accuracy
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,1,6,75,0.8361999988555908
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,2,11,150,0.9526000022888184
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,3,14,225,0.9779000282287598
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,4,18,300,0.982200026512146
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,5,23,375,0.9871000051498413
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,6,28,450,0.9894999861717224
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,7,33,525,0.9901000261306763
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,8,42,600,0.9909999966621399
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,9,99,675,0.9907000064849854
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,10,168,750,0.9919000267982483
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,11,188,825,0.9919999837875366
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,12,244,900,0.9930999875068665
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,13,319,975,0.9929999709129333
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,14,373,1050,0.9945999979972839
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,15,445,1125,0.9929999709129333
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,16,520,1200,0.993399977684021
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,17,595,1275,0.9937000274658203
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,18,657,1350,0.9939000010490417
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,19,732,1425,0.9939000010490417
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,20,807,1500,0.9944000244140625
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,21,882,1575,0.9944000244140625
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,22,957,1650,0.9937999844551086
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,23,1032,1725,0.9930999875068665
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,24,1107,1800,0.9944999814033508
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,25,1182,1875,0.9936000108718872
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,26,1257,1950,0.9944000244140625
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,27,1332,2025,0.9939000010490417
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,28,1407,2100,0.9943000078201294
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,29,1482,2175,0.9937000274658203
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,30,1557,2250,0.9940999746322632
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,31,1632,2325,0.9932000041007996
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,32,1707,2400,0.9939000010490417
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,33,1782,2475,0.9939000010490417
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,34,1857,2550,0.9944999814033508
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,35,1932,2625,0.9951000213623047
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,36,2007,2700,0.9957000017166138
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,37,2082,2775,0.994700014591217
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,38,2157,2850,0.9944000244140625
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,39,2226,2925,0.9932000041007996
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,40,2242,3000,0.994700014591217
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,41,2256,3075,0.9951000213623047
MNIST,-1.0,wavg_drifts,sketch,25,32,1,20.0,AdvancedCNN,2592202,250,5,42,2289,3150,0.9944999814033508
