dataset_name,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_num_weights,sketch_width,sketch_depth,epoch,round,total_fda_steps,est_var,actual_var
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,1,1,35,7.502810478210449,6.943964958190918
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,1,2,61,7.755927085876465,7.01584005355835
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,1,3,75,7.990913391113281,7.323206901550293
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,1,4,89,7.62750244140625,7.1916961669921875
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,2,5,111,7.5045576095581055,6.812126159667969
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,2,6,140,7.566322326660156,7.060809135437012
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,2,7,172,7.619278907775879,7.068018913269043
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,3,8,226,7.5566086769104,6.933436393737793
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,4,9,297,7.505312442779541,6.796372890472412
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,5,10,447,7.5090227127075195,6.922715663909912
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,8,11,719,7.5197858810424805,6.633306980133057
EMNIST,naive,20,32,1,7.5,2592202,-1,-1,26,12,2344,7.0608062744140625,6.478619575500488
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,1,1,35,7.604944705963135,7.044917106628418
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,1,2,56,8.124371528625488,7.185728549957275
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,1,3,70,8.144878387451172,7.775121212005615
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,1,4,87,7.7327189445495605,7.244488716125488
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,2,5,114,7.564444541931152,7.258244514465332
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,2,6,144,7.556462287902832,6.934976100921631
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,3,7,199,7.525402545928955,6.933985710144043
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,4,8,285,7.547414779663086,6.976243019104004
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,6,9,507,7.520725727081299,6.563746452331543
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,10,10,922,7.504879474639893,6.932745933532715
EMNIST,linear,20,32,1,7.5,2592202,-1,-1,26,11,2344,5.1938018798828125,4.86380672454834
EMNIST,sketch,20,32,1,7.5,2592202,500,7,1,1,36,7.720837116241455,7.687579154968262
EMNIST,sketch,20,32,1,7.5,2592202,500,7,1,2,62,7.76563835144043,7.702442169189453
EMNIST,sketch,20,32,1,7.5,2592202,500,7,1,3,76,8.047990798950195,8.019685745239258
EMNIST,sketch,20,32,1,7.5,2592202,500,7,1,4,89,8.01065444946289,7.98348331451416
EMNIST,sketch,20,32,1,7.5,2592202,500,7,2,5,106,7.788616180419922,7.758328914642334
EMNIST,sketch,20,32,1,7.5,2592202,500,7,2,6,134,7.517595291137695,7.483970642089844
EMNIST,sketch,20,32,1,7.5,2592202,500,7,2,7,177,7.589828968048096,7.544827461242676
EMNIST,sketch,20,32,1,7.5,2592202,500,7,3,8,250,7.575199604034424,7.504236698150635
EMNIST,sketch,20,32,1,7.5,2592202,500,7,4,9,369,7.515397548675537,7.521975040435791
EMNIST,sketch,20,32,1,7.5,2592202,500,7,7,10,566,7.5160369873046875,7.4587860107421875
EMNIST,sketch,20,32,1,7.5,2592202,500,7,11,11,992,7.503070831298828,7.428895473480225
EMNIST,sketch,20,32,1,7.5,2592202,500,7,26,12,2344,5.261589050292969,5.263450622558594
