Num GPUs Available:  1

------------ Current Test : ------------
Dataset name : CIFAR10
Bias : None
Bench test : False
NN name : DenseNet201
FDA name : sketch
Num Clients : 10
Batch size : 32
Num Epochs : 300
Number of steps until we check RTC : 1
Theta : 350.0
Aggr. Scheme : avg
Per-Layer training : False
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=14, total_fda_steps=157, accuracy=0.2671000063419342, train_accuracy=0.240625)
EpochMetrics(epoch=2, total_rounds=16, total_fda_steps=313, accuracy=0.3797999918460846, train_accuracy=0.334375)
EpochMetrics(epoch=3, total_rounds=17, total_fda_steps=469, accuracy=0.4025999903678894, train_accuracy=0.371875)
EpochMetrics(epoch=4, total_rounds=18, total_fda_steps=625, accuracy=0.41920000314712524, train_accuracy=0.425)
EpochMetrics(epoch=5, total_rounds=19, total_fda_steps=782, accuracy=0.4390999972820282, train_accuracy=0.390625)
EpochMetrics(epoch=6, total_rounds=19, total_fda_steps=938, accuracy=0.47269999980926514, train_accuracy=0.39375)
EpochMetrics(epoch=7, total_rounds=20, total_fda_steps=1094, accuracy=0.48500001430511475, train_accuracy=0.41875)
EpochMetrics(epoch=8, total_rounds=20, total_fda_steps=1250, accuracy=0.49300000071525574, train_accuracy=0.465625)
EpochMetrics(epoch=9, total_rounds=21, total_fda_steps=1407, accuracy=0.5270000100135803, train_accuracy=0.428125)
EpochMetrics(epoch=10, total_rounds=21, total_fda_steps=1563, accuracy=0.5234000086784363, train_accuracy=0.4625)
EpochMetrics(epoch=11, total_rounds=22, total_fda_steps=1719, accuracy=0.5315999984741211, train_accuracy=0.515625)
EpochMetrics(epoch=12, total_rounds=22, total_fda_steps=1875, accuracy=0.5361999869346619, train_accuracy=0.484375)
EpochMetrics(epoch=13, total_rounds=23, total_fda_steps=2032, accuracy=0.48190000653266907, train_accuracy=0.546875)
EpochMetrics(epoch=14, total_rounds=24, total_fda_steps=2188, accuracy=0.5706999897956848, train_accuracy=0.46875)
EpochMetrics(epoch=15, total_rounds=24, total_fda_steps=2344, accuracy=0.5859000086784363, train_accuracy=0.546875)
EpochMetrics(epoch=16, total_rounds=25, total_fda_steps=2500, accuracy=0.5891000032424927, train_accuracy=0.521875)
EpochMetrics(epoch=17, total_rounds=27, total_fda_steps=2657, accuracy=0.5458999872207642, train_accuracy=0.546875)
EpochMetrics(epoch=18, total_rounds=28, total_fda_steps=2813, accuracy=0.5814999938011169, train_accuracy=0.528125)
EpochMetrics(epoch=19, total_rounds=28, total_fda_steps=2969, accuracy=0.6168000102043152, train_accuracy=0.5375)
EpochMetrics(epoch=20, total_rounds=29, total_fda_steps=3125, accuracy=0.6015999913215637, train_accuracy=0.55625)
EpochMetrics(epoch=21, total_rounds=30, total_fda_steps=3282, accuracy=0.6151000261306763, train_accuracy=0.6125)
EpochMetrics(epoch=22, total_rounds=31, total_fda_steps=3438, accuracy=0.6244000196456909, train_accuracy=0.565625)
EpochMetrics(epoch=23, total_rounds=32, total_fda_steps=3594, accuracy=0.6190999746322632, train_accuracy=0.628125)
EpochMetrics(epoch=24, total_rounds=33, total_fda_steps=3750, accuracy=0.6523000001907349, train_accuracy=0.571875)
EpochMetrics(epoch=25, total_rounds=34, total_fda_steps=3907, accuracy=0.6650999784469604, train_accuracy=0.6)
EpochMetrics(epoch=26, total_rounds=36, total_fda_steps=4063, accuracy=0.6543999910354614, train_accuracy=0.603125)
EpochMetrics(epoch=27, total_rounds=37, total_fda_steps=4219, accuracy=0.6845999956130981, train_accuracy=0.640625)
EpochMetrics(epoch=28, total_rounds=38, total_fda_steps=4375, accuracy=0.6876999735832214, train_accuracy=0.675)
EpochMetrics(epoch=29, total_rounds=39, total_fda_steps=4532, accuracy=0.690500020980835, train_accuracy=0.64375)
EpochMetrics(epoch=30, total_rounds=40, total_fda_steps=4688, accuracy=0.6876000165939331, train_accuracy=0.690625)
EpochMetrics(epoch=31, total_rounds=40, total_fda_steps=4844, accuracy=0.670199990272522, train_accuracy=0.7)
EpochMetrics(epoch=32, total_rounds=41, total_fda_steps=5000, accuracy=0.6640999913215637, train_accuracy=0.66875)
EpochMetrics(epoch=33, total_rounds=42, total_fda_steps=5157, accuracy=0.6984000205993652, train_accuracy=0.709375)
EpochMetrics(epoch=34, total_rounds=43, total_fda_steps=5313, accuracy=0.7123000025749207, train_accuracy=0.66875)
EpochMetrics(epoch=35, total_rounds=44, total_fda_steps=5469, accuracy=0.7166000008583069, train_accuracy=0.7375)
EpochMetrics(epoch=36, total_rounds=45, total_fda_steps=5625, accuracy=0.722599983215332, train_accuracy=0.715625)
