dataset_name,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_num_weights,sketch_width,sketch_depth,epoch,total_rounds,total_fda_steps,accuracy
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,1,132,375,0.9592000246047974
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,2,222,750,0.9635999798774719
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,3,295,1125,0.9689000248908997
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,4,369,1500,0.968999981880188
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,5,451,1875,0.9700999855995178
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,6,524,2250,0.9682000279426575
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,7,599,2625,0.9721999764442444
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,8,661,3000,0.9751999974250793
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,9,722,3375,0.9713000059127808
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,10,792,3750,0.9718999862670898
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,11,847,4125,0.9696999788284302
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,12,910,4500,0.9710000157356262
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,13,953,4875,0.9704999923706055
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,14,1009,5250,0.9707000255584717
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,15,1066,5625,0.9717000126838684
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,16,1141,6000,0.9718999862670898
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,17,1213,6375,0.9731000065803528
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,18,1263,6750,0.9742000102996826
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,19,1303,7125,0.9731000065803528
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,20,1345,7500,0.9603000283241272
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,21,1430,7875,0.97079998254776
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,22,1488,8250,0.9739000201225281
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,23,1513,8625,0.974399983882904
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,24,1538,9000,0.9754999876022339
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,25,1599,9375,0.9769999980926514
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,26,1611,9750,0.9765999913215637
EMNIST,naive,5,32,1,0.5,2592202,-1,-1,27,1701,10125,0.9672999978065491
