dataset_name,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_num_weights,sketch_width,sketch_depth,epoch,round,total_fda_steps,est_var,actual_var
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,1,40,12.881296157836914,11.04741382598877
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,2,80,12.723770141601562,11.3757905960083
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,3,111,12.58204460144043,11.15892219543457
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,4,144,12.531852722167969,11.009695053100586
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,5,163,13.76609992980957,10.923015594482422
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,6,173,14.28882122039795,8.37738037109375
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,1,7,181,13.275413513183594,9.671175003051758
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,8,190,14.439321517944336,10.278826713562012
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,9,200,13.815496444702148,8.265700340270996
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,10,209,12.803120613098145,6.887425422668457
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,11,219,14.706785202026367,9.396673202514648
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,12,230,13.889439582824707,8.441912651062012
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,13,241,12.701728820800781,8.178154945373535
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,14,253,12.919137954711914,8.655534744262695
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,15,265,13.35584831237793,9.650026321411133
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,16,278,12.617535591125488,9.157289505004883
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,17,292,13.798410415649414,10.568807601928711
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,18,306,12.658723831176758,9.801408767700195
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,19,321,13.009050369262695,10.278364181518555
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,20,336,12.8555269241333,10.54239273071289
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,21,353,13.317306518554688,10.900146484375
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,2,22,370,12.689840316772461,10.225454330444336
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,23,388,12.894740104675293,10.657689094543457
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,24,407,12.800280570983887,10.67406177520752
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,25,429,12.938787460327148,10.951959609985352
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,26,450,12.6770601272583,10.78431510925293
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,27,471,12.586082458496094,10.603811264038086
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,28,495,12.814257621765137,10.852584838867188
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,29,519,12.785455703735352,10.981649398803711
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,3,30,541,13.11540412902832,11.40723991394043
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,31,566,12.908668518066406,11.157044410705566
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,32,591,12.930463790893555,11.241724014282227
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,33,619,12.984768867492676,11.294124603271484
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,34,644,12.559019088745117,11.068946838378906
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,35,670,12.861048698425293,11.350605964660645
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,36,700,12.904457092285156,11.247336387634277
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,4,37,731,12.644838333129883,11.103177070617676
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,5,38,761,12.54116439819336,11.144208908081055
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,5,39,791,12.587138175964355,11.119427680969238
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,5,40,825,12.969825744628906,11.536794662475586
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,5,41,859,12.894712448120117,11.317373275756836
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,5,42,892,12.502172470092773,10.842185974121094
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,5,43,926,12.652094841003418,11.290620803833008
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,6,44,952,12.595173835754395,11.088627815246582
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,6,45,989,12.53518295288086,11.195756912231445
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,6,46,1025,12.911191940307617,11.229244232177734
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,6,47,1069,12.536197662353516,11.222953796386719
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,6,48,1108,12.711320877075195,11.318601608276367
EMNIST,naive,10,32,1,12.5,2592202,-1,-1,7,49,1145,12.63456916809082,11.209890365600586
