dataset_name,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_num_weights,sketch_width,sketch_depth,epoch,round,total_fda_steps,est_var,actual_var
EMNIST,sketch,55,32,1,0.5,2592202,250,5,1,1,12,0.5443835258483887,0.5434523820877075
EMNIST,sketch,55,32,1,0.5,2592202,250,5,1,2,22,0.6227869391441345,0.622564971446991
EMNIST,sketch,55,32,1,0.5,2592202,250,5,1,3,29,0.5249584317207336,0.5254364609718323
EMNIST,sketch,55,32,1,0.5,2592202,250,5,1,4,34,0.6997479200363159,0.7002390027046204
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,5,37,0.6794014573097229,0.6765782237052917
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,6,40,1.0206199884414673,1.0140008926391602
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,7,42,0.7623640298843384,0.752464771270752
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,8,44,1.0083997249603271,0.9978832006454468
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,9,46,1.1292693614959717,1.128777265548706
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,10,48,1.187166690826416,1.1848064661026
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,11,50,1.2812590599060059,1.2785440683364868
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,12,52,1.0462226867675781,1.040081262588501
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,13,54,1.0243204832077026,1.020150065422058
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,14,56,1.0720164775848389,1.0530720949172974
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,15,58,0.9363597631454468,0.893697202205658
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,16,60,0.9323369264602661,0.8985918760299683
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,17,62,1.0442299842834473,1.0278992652893066
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,18,64,1.338969111442566,1.3272559642791748
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,19,66,1.306939959526062,1.3002358675003052
EMNIST,sketch,55,32,1,0.5,2592202,250,5,2,20,68,0.8313308954238892,0.824398398399353
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,21,70,0.6812294125556946,0.6725909113883972
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,22,72,0.5090816617012024,0.502020001411438
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,23,75,0.9304630756378174,0.9173046946525574
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,24,78,0.9266859889030457,0.8828755021095276
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,25,81,0.9497512578964233,0.9061138033866882
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,26,83,0.5313119888305664,0.5067099332809448
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,27,85,0.5935723781585693,0.5766152143478394
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,28,87,0.733484148979187,0.7063537836074829
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,29,89,0.8862501382827759,0.8723395466804504
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,30,91,0.9707196950912476,0.9632912874221802
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,31,93,1.0594978332519531,1.0528364181518555
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,32,95,1.0729124546051025,1.0660849809646606
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,33,97,1.0126558542251587,1.0052745342254639
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,34,99,0.9127670526504517,0.9058851003646851
EMNIST,sketch,55,32,1,0.5,2592202,250,5,3,35,101,0.8427796959877014,0.8302710056304932
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,36,103,0.776159405708313,0.7660107016563416
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,37,105,0.7388365864753723,0.7316377758979797
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,38,107,0.7469160556793213,0.7391234636306763
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,39,109,0.7897228002548218,0.7943570017814636
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,40,111,0.8449821472167969,0.8496190309524536
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,41,113,0.847082793712616,0.8475703597068787
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,42,115,0.883263349533081,0.8764553666114807
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,43,117,0.8891370892524719,0.8831230401992798
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,44,119,0.906231701374054,0.8981297612190247
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,45,121,0.9010151624679565,0.8885781168937683
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,46,123,0.9306992292404175,0.9172231554985046
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,47,125,0.949705958366394,0.9400637745857239
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,48,127,0.9477959871292114,0.9326973557472229
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,49,129,0.8953384757041931,0.8817736506462097
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,50,131,0.8905776143074036,0.882702648639679
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,51,133,0.9078479409217834,0.8980110883712769
EMNIST,sketch,55,32,1,0.5,2592202,250,5,4,52,135,0.9047899842262268,0.8992027044296265
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,53,137,0.8856618404388428,0.8821958899497986
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,54,139,0.8477258086204529,0.8410598635673523
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,55,141,0.8081094026565552,0.8056061267852783
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,56,143,0.8327311873435974,0.8214680552482605
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,57,145,0.8291993141174316,0.8192083239555359
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,58,147,0.8272138237953186,0.8242339491844177
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,59,149,0.8185083270072937,0.8166114687919617
EMNIST,sketch,55,32,1,0.5,2592202,250,5,5,60,151,0.8152439594268799,0.8091146349906921
