Running program

slurm_localid : 0
Running on node : 0
GPU Setup:
[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
CUDA_VISIBLE_DEVICES: 0

Test procid: 0

------------ Current Test : ------------
FDA name : synchronous
Num Clients : 5
Batch size : 128
Num Epochs : 250
Number of steps until we check RTC : 1
Theta : 0.0
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=94, total_fda_steps=94, accuracy=0.8765000104904175)
EpochMetrics(epoch=2, total_rounds=188, total_fda_steps=188, accuracy=0.9107999801635742)
EpochMetrics(epoch=3, total_rounds=282, total_fda_steps=282, accuracy=0.928600013256073)
EpochMetrics(epoch=4, total_rounds=375, total_fda_steps=375, accuracy=0.9362999796867371)
EpochMetrics(epoch=5, total_rounds=469, total_fda_steps=469, accuracy=0.940500020980835)
EpochMetrics(epoch=6, total_rounds=563, total_fda_steps=563, accuracy=0.9456999897956848)
EpochMetrics(epoch=7, total_rounds=657, total_fda_steps=657, accuracy=0.9476000070571899)
EpochMetrics(epoch=8, total_rounds=750, total_fda_steps=750, accuracy=0.9470000267028809)
EpochMetrics(epoch=9, total_rounds=844, total_fda_steps=844, accuracy=0.9483000040054321)
EpochMetrics(epoch=10, total_rounds=938, total_fda_steps=938, accuracy=0.9503999948501587)
EpochMetrics(epoch=11, total_rounds=1032, total_fda_steps=1032, accuracy=0.9506000280380249)
EpochMetrics(epoch=12, total_rounds=1125, total_fda_steps=1125, accuracy=0.9510999917984009)
EpochMetrics(epoch=13, total_rounds=1219, total_fda_steps=1219, accuracy=0.95169997215271)
EpochMetrics(epoch=14, total_rounds=1313, total_fda_steps=1313, accuracy=0.9514999985694885)
EpochMetrics(epoch=15, total_rounds=1407, total_fda_steps=1407, accuracy=0.9523000121116638)
EpochMetrics(epoch=16, total_rounds=1500, total_fda_steps=1500, accuracy=0.9526000022888184)
EpochMetrics(epoch=17, total_rounds=1594, total_fda_steps=1594, accuracy=0.9527999758720398)
EpochMetrics(epoch=18, total_rounds=1688, total_fda_steps=1688, accuracy=0.9531000256538391)
EpochMetrics(epoch=19, total_rounds=1782, total_fda_steps=1782, accuracy=0.9534000158309937)
EpochMetrics(epoch=20, total_rounds=1875, total_fda_steps=1875, accuracy=0.953499972820282)
EpochMetrics(epoch=21, total_rounds=1969, total_fda_steps=1969, accuracy=0.9538000226020813)
EpochMetrics(epoch=22, total_rounds=2063, total_fda_steps=2063, accuracy=0.9537000060081482)
